game,genre,review
Assassin’s Creed® Rogue,"Action, Adventure",Bland
Assassin’s Creed® Rogue,"Action, Adventure",YESSSS  !!
Insurgency,"Action, Indie, Strategy",i have permanent ptsd
Insurgency,"Action, Indie, Strategy",E
Insurgency,"Action, Indie, Strategy",This happened to my buddy Caesar
Insurgency,"Action, Indie, Strategy",Great game.
Insurgency,"Action, Indie, Strategy",This game is so much fun i don't have many hours in it because i don't have someone to play with but the gameplay is really awesome  it's for 1.99$ it totally worth the 9.99$ so please hurry up and click on the buy button
Insurgency,"Action, Indie, Strategy",Get killed by someone you dont see. 11/10
Insurgency,"Action, Indie, Strategy",Wouldn't it be really funny if we invaded Iraq for a third time?
Insurgency,"Action, Indie, Strategy",Much improved over the original sourcemod
The Invincible,"Action, Adventure, Indie","Love how the game unfolds its story, lovely graphics and scenery. The length of the game is perfect, reminds me of firewatch where you always have radio contact with a person som it doesnt feel so Lonely walking around in the empty world. Cons: -Sprint is limited -not that good frames on the steamdeck -the paths sometimes look wierd(climbing the steep paths instead of climbing what looks possible)"
The Invincible,"Action, Adventure, Indie",Kind of slow paced and the ending was a little bland but the atmosphere was interesting
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,"Action, Casual, Indie","I'm not quite sure what I expected before I played Runner2, probably another obstacle course with the same clear-cut pixel graphics and simple charm of the prequel Runner, perhaps with a bit more underlying menace or excitement pursuant to a Rhythm Alien which apparently featured in it. What I got was something with the same basic gameplay, but with a lot of extras. Extras? Extras are good, right? If you played the first Runner, there was almost nothing more satifying than getting an extra, then speeding along with the music at full audibility, collecting gold with a rainbow contrail stretching to infinity. Sadly though, in this version, extras result in a watery rainbow which trails sadly in your wake, and the music doesn't really noticably change throughout the course of a level. I suppose that anything less wouldn't fit the new 'style' of the game. No, these extras are the normal sort of game extras, extra characters and collectable outfits and a 'reward' system. Collectible outfits? If you're still thinking of the first BIT.TRIP Runner, you may be wondering how that works. I could tell you the first outfit was a pair of earbuds, and you might wonder if that meant whitining a couple pixels on the Runner's ears. Not to fear though, it's all part of the new 'style'. At the beginning of the game, a smarmy narrator informs you that CommanderVideo has been sucked into an alternate dimension, while fighting in some manner of justice league. A new world awaits, with a lot more living things, and more importantly, real 3D graphics. I don't feel that 3D graphics really do much for the game. I felt that my runner was not a s responsive due to the slower nature of the jump animation. In fact, starting out, the overhangs on staircases would always make me trip, as I was used to a more 2D perspective from playing the first runner. Moreover, when I tripped, the runner would swim backwards like an octopus, at a constant rate no matter where I was in the level, which was really irratating if I tripped towards the end (compare Runner, where returning to the start took a fixed amount of time, no matter what). The presence of a lot more living things is worse for the feel of the game, though. In the first runner, the living things include huge tunneling worms, fish, clouds with mustaches, and trampolines with eyes. What all of these have in common though is that they are separated from your gameplay. None of them are beneficiaries or detractors to your Herculean run. Your enemies, such as they are, are robots. In Runner2, the first thing you see is a spike-thing sitting in the road. Then, as you go further on, a drunken pickle registers you at a checkpoint. This makes the aesthetic lonliness which the first game had impossible to acheive. End the level, and a sign flips to tell you it's an ""Amazing Acheivement!"". If you've collected all the gold, you no longer get to go to a fiendishly difficult bonus level, but instead get fired out of a cannon. As the game mechanics were introduced I noticed another thing I didn't like about this sequel, namely, the trigger keys no longer did what they used to. I really enjoyed using A+RTrigger to Jump-kick in the first Runner, but in the second it was not to be. All in all the game comes off as extremely patronizing, with it's hollow achievement system (called 'rewards' for some reason) and its collect all the costumes mentality, which bothers me much more in the face of the sink or swim of the first Runner. It has some promising new mechanics that the first one did not, but they don't necessarily play out. An example is tracing a circle with your right stick, an idea I thought was pretty novel until I realized it had absolutely no impact on the game besides earning extra points. In an effort to enjoy the game more, I switched to the drunken pickle as soon as I possibly could, so that I might be able to enjoy the game for what it was, instead of comparing it to the first runner. A fine idea, though at the character change screen I was briefly greeted by the monstrousity that is CommandgirlVideo. For heavens sake, I believe that collection of black pixel which comprised the protagonist of the first Runner was gender neutral, for that matter, so is the word 'Commander'. Is there any purpose for a second amalgamation of pixels with secondary sexual characteristics other than to alienate half the population from the main protagonist? Do the words 'separate but equal' ring any bells? In any case, I continued playing the game, pretending now that it was the adventures of drunken pickle. I was plesantly releived that noone seemed present at any of the checkpoints, but drunken pickle's extra mode was an all-green rainbow, which should, in any reasonable game, be an oxymoron. I finished off the level, and defeated the boss. But then came a cut scene, featuring CommanderVideo going pointlessly into a whale, even though I'd been playing with drunken pickle the whole time. And then the checkpoints were populated again, by a crab man in a hut. And then I lost interest, and let the game run on to give me Steam Card drops while I wrote this review. So, in conclusion, Runner is better. If you were thinking about playing this game, play Runner. If you've already beaten Runner, go back and do all the challenges, or do it on Perfect mode. If you've already beaten it on perfect mode, then grab your square frames, put them on, and meet me in the cafe down the street, which serves 100% economically sourced coffee-flavored foam, and we can chat about how the first Runner was so much better, before BIT.TRIP went mainstream. Bottom line: Though Runner2 may be better played with a controller, it's better to play the original Runner with that contoller."
Tribes of Midgard,"Action, Adventure, Indie, RPG",Meh.
Armello,"Adventure, Indie, RPG, Strategy","There's a lot to love here, but i'm just not compatible with it. Every time i reinstall and play this game (3 times in the last 2 weeks alone), i have a pretty good time until i run into another, new design decision that is so strange i lose all interest in continuing -- until i do again. So, it was a love-hate relationship until just today, and, well, there's always the straw that breaks the camels back, right? It's certainly not even a big deal, quite a small rule interpretation: When the lady bear attacks a corrupted creature, she uses her spirit stat instead of the attack stat. Fine, easy enough. But, then i would also expect, based on the generalized language, that when i have 2 corruption and then attack an enemy player with 6, shouldn't my spirit stat be used during combat instead of my attack? Fine, mistakes made. Live and learn, maybe? I've done that enough with this game, i think. More bad decisions off the top: - Can't speed up the first game played (after prologue) -- and this game needs it all the time. - Camera's auto-follow breaks after your turn, even if you didn't move it or put it into manual mode. - Speaking of the camera, two things: you can't zoom out very far at all -- certainly don't expect a board-level view -- and, to add insult to injury, a thick fog is wafted over the landscape at increasingly opaque amounts as you do zoom out, making for anything but the absolute closest zoom level blurry. - Certain rules are just plain barely/never explained. Looking at poison, the corruption stat, and exploding dice, among others. - Various other rule caveats that are not explained, which isn't always a terrible thing; however, making even small mistakes can often snowball your bad fortunes out of control. - On the bright/also-dark side, if you're winning, you'll feel like a million bucks. That's because there's a runaway-leader problem too. Multiple paths to victory doesn't mean all those paths are viable for any particular character, nor depending on a given point in the game. - Companions are vastly under-seen/available/used. (There's also a pull-your-hair-out, ""mischievous"" ""companion"" you might just get forced into having as well.) - Randomization is out of hand. I'm not talking about the dice. Dice are great, love the dice. I just don't like it in all of the other parts of the game. Which is everywhere. - Rewards and monetization of this game are questionable, in general. All of these things feel like idiocy, especially when many seem like quick fixes. They're painful to see and more painful to experience -- over and over again. There's a lot of good too, but the bad has overwhelmed it for me. I wish it was just a bit better. Or maybe i would have made the same review at 100 hours even if it was. Maybe it needs to be a lot better. It's hard to tell."
Armello,"Adventure, Indie, RPG, Strategy","Meh.  The base concept is neat and the visuals are fantastic, but in the end, it comes down to two sides just rolling dice at each other.  Every game I played devolved into the same thing over and over.  It was enjoyable, but just got boring after a few games. And don't get me started on the microtransactions.  The game is very upfront about ""Hey, look at the characters you can't play!"" It even has its own in game store to encourage this, because apparently relying on the steam store doesn't hassle the user enough or something."
Armello,"Adventure, Indie, RPG, Strategy",This is not only a game ! It is an experience. Each game is a new trip. Weir situations happens. Replayability is incredible. Lots of surprises ! Very nice moments awaits for boardgame lovers. Very addictive.
Armello,"Adventure, Indie, RPG, Strategy",Must have 4 player rumble board game
Armello,"Adventure, Indie, RPG, Strategy","I'll just say this: If this was a physical board game, I'd be bringing it to any game night I went to. Great strategic game, forgiving for disconnects or when you get ganged up on unfairly and need to step out. I highly recommend getting this if you like Catan and similar games. This isn't Chutes and Ladders or Monopoly, but it is STILL a blast to play."
Armello,"Adventure, Indie, RPG, Strategy",Thumb up
ASTRONEER,"Adventure, Indie","It is another game that is only enjoyable to play with friends. It has a great atmosphere of planets and discovering them for the first time is really great. However, game is a bit repetitive and after a while, your main occupation is resource gathering, maybe automating. As you can guess, that part is pretty boring. Sadly, there are also a lot of bugs and controls are not great, especially flatting the terrain. Definitely, I would not play this game solo but as I said before, it is enjoyable with friends. Also, developers added a lot of free content as missions and new items but I do not think they are implemented well or have great mechanics (other than aliens). Another negative point is having no option for base building as other games. I think this system aims to be practical only, there is not much to design for appearance. Plus, there can be only 4 people at the server which is not a great option for modern games but it would not matter if you are not a crowded party. Lastly, I would recommend purchasing this game at sales, since it has a great price at sales."
ASTRONEER,"Adventure, Indie","Good game really, I enjoyed it this far, highly promising, hope they dont abandon or frak up the game in future updates."
SpellForce 3 Reforced,"RPG, Strategy","After some time spend in the game I have to change my review from positive to negative. Although game has great potential with superb voiceacting, graphics, interesting storyline and rpg elements it is all bogged down by: - lack of active pause (This game transforms from very player-friendly to a micromanagement hell  as you progress in the storyline forcing you to manually controll every hero, skill, building, worker, soldier, gatherer and about 7 bases at the same time. I can't describe how bad it becomes.) - loading crashes (I had like 40 restarts cause of that and I'm fed up) Shame, I really had hopes for this and I liked it very much at the beginning."
SpellForce 3 Reforced,"RPG, Strategy","Mechanically, this game is an interesting fusion of a kind of Baldur's Gate-esque RPG and Warcraft-esque RTS game.  I think it is successful at fusing those two genres, thus my thumb up.  That being said, my hope was that the game would transcend the two genres, neither of which is my most favorite type of game, but that isn't the case.  The lore/narrative is nothing you haven't seen before, and the gameplay on the two ""sides"" is not particularly innovative.  If you really like both genres, its worth buying on sale, you may enjoy it much more than I did.  But I'm not unhappy I bought it."
Arma 3,"Action, Simulation, Strategy",Ton Of mod :))
Arma 3,"Action, Simulation, Strategy","Trying to find a game your friends are in or even just hosting a match for your friends to join is a pain. It's unbelievable to me that in 2023, you can't invite your friends to join a match. This should be simple and easy to do. When, you finally find a match to play, it can be fun but as a whole it's just definitely not worth the full price."
Arma 3,"Action, Simulation, Strategy",awesome milsim game
Arma 3,"Action, Simulation, Strategy",9/10 gud game
Arma 3,"Action, Simulation, Strategy","Best military sim available, if your PC is up to task, dont miss it. I switch between this and Battlefield 4 for the wholesome war experience."
Arma 3,"Action, Simulation, Strategy","this allowdamage false; Game is a dinosaur now,  but due to workshop integration and overall engine stability compared to the first game, it had a LOT more staying power."
Arma 3,"Action, Simulation, Strategy",good
Arma 3,"Action, Simulation, Strategy",your gun go pew pew but mine pewpewpewpewpewpewpewpewpewpewpewpewpew
Arma 3,"Action, Simulation, Strategy","Arma 3 is a game that you play around 40 hours of and lose interest because you don't really understand what type of game it is, then after a couple months you return to the game and then you play around with mods and then start to realize the potential the military sandbox has to offer. This game has the flexibility to cater to those who either want a hardcore mil-sim experience or want a more relaxed arcade style game."
Arma 3,"Action, Simulation, Strategy",A pay wall larger than the great wall of china! Pathetic game unless you got 600$ to fish out for content you could get for free in the workshop. Pathetic!
Pillars of Eternity,RPG,"If you enjoyed games like Baldurs Gate you will just enjoy this one aswell. It looks better, maybe its not such a 'WOW' like Witcher 3, but its a bit more old school game. I've noticed some bugs with text in polish version, however not that many. I didnt like one thing in this game. There are plenty of NPCs who's history you can see in the visions, however it goes no any step deeper. Like.. there is no any chat or quest related to it so after reading like 20 of them i just started to skip it. Dont get me wrong, the stories were pretty interesting, but as i had only 2 days of my weekend to play the game i could not afford to read it all the time, if it dosnt affect my campaign at all. Anyway its worth playing if you are RPG games addicted. Cheers and take it on sale! Edit: Please do not make my mistake: 1. Do not play with talk options that requirements are not meet visible - on. It ruined my game experiance as i always reach near end of act 2 then decided to create new character just to have ""more interesting dialog lines"". In the end i keept creating it, play to act 3 then start over again. Just enjoy game without knowing what ""could you miss"". 2. Install game on SSD.. i made this mistake and believed it could be on my HDD to save my SSD storage. Map loading takes ages.. install it on ssd to not suffer like me. Game is not well created to play strict evil character.. however its still interesting."
Pillars of Eternity,RPG,"Pillar of Eternity is a highly acclaimed game but I have no idea why. I had many problems with the game and I had to force myself to finish the game or explore the world, since it was pretty boring for me. In addition to that, game feels like an old game more than an old-school game. Let me explain that a bit more: Gameplay elements seems a bit obsolete and not implemented well enough. One of the most obvious ones would be the height attack, for some reason my men wasn’t able to do height attacks but enemy were able to attack from above without any problems. Other than that, there are lots of enemies clumped together and combat is pretty dull with the requirement of micromanagement. Since there are lots of encounters and some of the enemies are much stronger than the other ones, while having no indications, you have to do it by trial and error with a lot of backtracking. However, worst part is the enemies’ unlimited spells. I died a lot of time, because of AoE chain ccs. Sadly, even though there are a lot of spells and classes, spells do not feel very different or for some parts useful. Since there is a spell limit per rest for some reason, the combat feels much worse and more like a chore. Plus, the loot from combat is abysmal, experience is minimal. So, there is no real reason to fight. There are some boss fights with dragons for some reason. Even with their huge stats, they have mobs around for you to fight with the dragon and the mob at the same time. Guess what you get, after killing them… Just a couple useless items. Another problem would be the money. I had lots of money at my playthrough, since there was nothing worth buying other than the free DLC content. Weirdly, most of the binded weapons are mediocre. I think they were added to the game and you have to achieve some things to strengthen your weapon but a lot of them are not worth it. Therefore, realising this, after putting some time into it is annoying. Another weird decision is the enchanting system. There is no disenchantment option or getting back the rare ingredients. If this was a 20 years old game, it would not be problem but it is a problem for a modern game. Caed Nua would be another point for being obsolete. Although, Caed Nua management is an interesting system at his core, it feels like it is half-done, especially with the constant bandit raids. It is very tiny and almost have no real impact. Putting the unbalanced difficulty (with weird spikes) with a lot of RNG and no rewards to the mixture makes the gameplay even worse. Lastly, some quests are not explained after development or not updated properly and you get confused, especially if you are playing it time to time. Second most important thing would be the bugs. If you pick two people from the party and try to move them, they cannot go to the place you have clicked for some reason and it seems like they did not care about it at all. Other problems I have encountered are broken interfaces, characters that go invisible (enemies can see them though), until the end of the combat; bugged books that vanishes (I was making a library and tracking the books that I read), bugged audio, weird book font which can change into another font at the same book. Unfortunately, I did encounter all of these bugs during my playthrough over and over again. The third and last thing that I did not like about the game was the writing-story. First of all, contributor stories are the one of the most idiotic elements I have ever seen. There are lots of them, they do not add anything to the story, break the atmosphere by pushing you afar and it is poorly written, while being too short to be interesting and too long to be curious. Apart from that, there are lots to read about the world and the lore; the main idea of reading souls is interesting. However, writing (like an amateur writer from Wattpad), pace, some of the events not being believable, while being contradicting to some other events (no one cares about the things that happened, characters do not care about anything around them other than stealing), weird and pretentious vocabulary decisions, bland and forced narrative style with boring, ever-talking characters that you do not care (also you start to not care about the story very quickly) with the choices that has no real impact on game are making this game a chore. Also, there are a lot of skills and choices at the beginning which overwhelms the player. DLCs make the game a bit better but definitely it is not enough."
Pillars of Eternity,RPG,Can't wait for deadfire
Pillars of Eternity,RPG,"Finally a long awaited FRP/RPG, hardcore, oldschool and awesome down to the last detail. A fitting descendant to the legends like Baldurs Gate or Icewind Dale..."
The Lord of the Rings: Journeys in Middle-earth,"Adventure, RPG, Strategy",Companion app for the Lord of the Rings: Journeys in Middle Earth board game. The board game is worth the price of admission and the app ensures consistent replayability.
Rusty Lake Hotel,"Adventure, Indie","The game is very short.  I completed it 100% in 1.7 hours according to Steam.  That being said, it is also very cheap, and so I will recommend it.  After all it's worth sending some coins to the people who brought us such wonderful free games in the same universe.  This game has some beautiful art and some nice story telling techniques.  The pheasant and the rabbit are particularly memorable."
Sorcery! Parts 1 and 2,"Adventure, Indie, RPG","This is kind of a weak recommendation.  This is a solo RPG that has been ported to the computer.  The company that has done it has really done a good job in doing so, which is why I still recommend it even though it is rather over-priced.  Like the book it is based on the game is really short.  You can finish it in one sitting and perhaps see as much of it as you'd like in two or three playthroughs.  Between that, and the fact that the superior Lone Wolf books are available for free and that the world of Sorcery is sadly generic, I would only recommend buying this if it is on a pretty good sale. The best part of the game is what the Inkle has added, the combat system.  Here you pick a strength of attack based on what you think your opponent might do next.  Your opponent has tells written into the text descriptions of the fights that you can use choose the best course of action.  Usually, you want your hits to be just slightly stronger than your opponent's.  And if you can't beat your opponent, you must defend.  It all comes together beautifully, and is much more fun than throwing the dice. The other part I quite like about the game is that you can role play a bit.  Perhaps this is the trade off for the world itself not seeming particularly real, as it leaves the writing a lot terser than Lone Wolf (I compare this to it so often because I had several of these series as a kid and found Lone Wolf to be the most memorable).  In Sorcery!, you are given quite a few more options than what direction to travel and whether to help someone or kill them.  It's what makes you want to play through the game more than once to see what another choice may bring. The worst part of the game is probably how you cast spells.  I wish the game would just supply me with a list of spells I might want to cast, rather than have me spell them out.  It takes a lot of flipping back and forth to the spell book, which isn't even particularly easy to access.  Often I take the warrior path because it's more fun, which shouldn't be the case in a game called Sorcery!"
Sorcery! Parts 1 and 2,"Adventure, Indie, RPG","Game has absolutely no redeeming qualities.Combat is retarded, spell casting is annoying, there is very little to work with on events to predict good or bad things.There is also no voice acting.Even the gambling is ♥♥♥♥♥♥♥ retarded, they couldn't come up with a better dice game??Game is maybe $3, not $12."
Destiny 2,"Action, Adventure, Free To Play",I used to play this game religiously back on the ps4 (Destiny 1) so once i started playing D2 i really enjoyed it untill they started blatantly ripping their entire playerbase off by simply taking out the entire story content AND DLC'S you paid for! The game's dlc model is disgusting and full of greed. Big twitch streamer for this game pretty much dictates what gets nerfed as bungie only pay's attention to them instead of the community for pretty evident reasons. Also the dev's are pretty stingy and decided that they wouldn't enable Linux/proton support because they think its still the early 2000's with distro variability wich proton deals with.
Destiny 2,"Action, Adventure, Free To Play",badde
Destiny 2,"Action, Adventure, Free To Play","Error code ""squirrel"""
Destiny 2,"Action, Adventure, Free To Play",The horrifying inevitability that I will be returning to this game once Lightfall releases is slowly setting in.
Destiny 2,"Action, Adventure, Free To Play","its just a halo MMO. the story is garbage, but irrelevant. its all bout the gameplay. its damn good but at times can seem repetitive. there are some nice puzzles and the game can be a bit difficult if youre doing nightfalls or exotic quests alone.  overalll i recommend it only for its gameplay. dont try to enjoy its terrible story or unlikable NPCs"
Destiny 2,"Action, Adventure, Free To Play",Very addicting game with tons of content when you first start playing.
Destiny 2,"Action, Adventure, Free To Play",lovin it
Destiny 2,"Action, Adventure, Free To Play",its good
Destiny 2,"Action, Adventure, Free To Play","Good for an FPS hack and slash action either alone or with friends, technically promises you endless game time.  Good graphics, passable storyline, meh RPG dynamics and inventory system."
Destiny 2,"Action, Adventure, Free To Play",nah
Marvel's Guardians of the Galaxy: The Telltale Series,Adventure,"The basic idea of this is that as captain of the ship you can't make everyone happy.  I think that's a good idea for the Telltale system, but for me, at least, it doesn't work for Guardians of the Galaxy.  It kinda makes the entire crew into fussy prima donnas who can't actually make any decisions for themselves, but sure know how to complain about how things end up going.   Also, the jokes tend not to land.  A bit of a surprise after finishing the hilarious Tales from the Borderlands, but looking it up, I guess this has different script writers.  With the fun atmosphere is lost, I kinda thought the Guardians should break up, actually.  Maybe Gamora and Drax can rejoin the Infinity Watch :P"
Dagon: by H. P. Lovecraft,"Adventure, Casual, Indie, Free To Play","wow. very nicely done. Great atmosphere! even without VR. Excellent narration please make ""at the mountains of madness"" !!"
Dagon: by H. P. Lovecraft,"Adventure, Casual, Indie, Free To Play",Noice !
Dagon: by H. P. Lovecraft,"Adventure, Casual, Indie, Free To Play","Really enjoyed this.   I had recently read this story and it remained very faithful to the story.   I watched this in VR mode and it was really awesome.   Narration voice is perfect and professional quality.   Sound is amazing.   For a free experience and for those who like Lovecraft, this is a no-brainer.  Hope they put out more stuff!"
Dagon: by H. P. Lovecraft,"Adventure, Casual, Indie, Free To Play","I honestly like this way of visualizing the story. It's atmospheric, and considering a lot of people struggle with HPL's writing on the page, this style might just be the trick to getting folks to actually diving into the stories as they are. The trivia bits are a great touch, too. I love that the team has obviously spent time researching HPL's life and literature, and references other third party literature on him. Lovecraft, in my opinion, gets a really bad reputation in the modern times because of how much of his writing and themes get taken out of context - or not even that, just how ignorant most people today are of the state of the times when he told his stories. His body of work spans decades, and many changes can be observed throughout, often related to changes in his personal life and environments. Having these trivia bits really helps giving the player an insight into the wider socio-political state of the world and the author's perspective. It's a great choice. I'd be confident in calling this game a ""Virtual Installation"", a term TotalBiscuit tried to coin way back in the day when games like Dear Esther and Gone Home were rising up. It's kind of like a guided museum tour - and in this case, I'm all for it. Illustrating these stories and conveying their atmosphere is one of the major points I look for in Mythos adaptations, and often, arbitrary gameplay loops just get in the way of the tension. It won't work for everyone - but that is to be expected. Hells, Lovecraft's stories don't work for everyone either. On the flipside, the short duration of the narrative should lend itself well towards catching the interest of new readers, without losing them halfway. Dagon is easily ""beatable"" (as silly as the term is in this instance) in under an hour, even at a leisurely pace. And since the title is free (as is the bulk of HPL's work; you can read most of his stories on Wikisource, for example), there's honestly no reason not to dive in. I will, however, present this caveat: You need to be in the right mindset to absorb the narrative and atmosphere. Rushing through it, or outside distractions, might take you out of the experience. Make sure to set aside a quiet hour, preferably in the evening or night when things quiet down outside, put on some headphones and lean back in your chair. Best to also turn off any secondary displays. Tunnel-vision on the experience for the greatest mileage, and maybe put aside the Trivia achievement hunt for a second playthrough, so as not to interrupt the story's flow too much by way of searching the environment. Either way, though, I'm glad Dagon exists in this format, and hope the developers will find a worthwhile niche in this style of narrative experience - I'd certainly love to see more of this!"
Morphopolis,"Adventure, Casual, Indie","Your bug moves so very slowly across the screenn and you have to keep the left mouse button held down the entire time.  Besides that, most of the game is just finding hidden objects.  There is only one puzzle that requires any thought at all and it is the very last puzzle of the game.  The good parts are the hand drawn backgrounds and that one puzzle at the end, and I don't think they outweigh the annoyance of the controls."
eversion,Indie,"Interesting game... but way too short for what it is. It is basically a platformer with some basic puzzle elements and a weird twisting theme on top. Neat idea, until you realize that the platforming is pretty clunky and the puzzles are almost non-existent. You can finish everything, including all achievements, in about 2 hours. I'd recommend it if the game was a dollar, but unless you get it on sale for under $2 I wouldn't recommend it."
eversion,Indie,"Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn Honestly, I think the way the game quotes Lovecraft before the game even starts is a bit of a spoiler, because you'll know what to expect if you know what that name means. It's like seeing Urobuchi's name attached to literally anything. You know it's going to be dark and f*cked up and lots of people are going to die, guaranteed."
Reventure,"Adventure, Indie","This reminds me a bit of the old Kongregate flash games.  I suppose it's in the puzzle platformer category.  And I suspect several hours in, the puzzles might get hard once you've done all the easy ones.  But as it is, it's kind of tedious.  You have to replay the first few screens over and over and over again looking for new ways to die.  That's basically what the puzzle is, you have to find ending in the game.  Most of them are ways to die, but there are a few others.  There are several different ways you can deal with a dragon, for instance.  I do kind of like it, and the enjoy the humor and slight changes in the world you start noticing as some things you do make permanent changes, but then you find a new ending screen, and it fades away, and fades back on that same start screen and you express a little sigh."
Reventure,"Adventure, Indie","Reventure is a different game, it's a lot of fun, I burst laughing with a lot of the endings or the dialogue, it's definitely a unique game. But I won't kill all that cats for the 101 ending, sorry devs."
Cardboard Town,"Casual, Indie, Simulation, Strategy",+Aesthetics +Gameplay is elegant +Functional UX/UI -Plays like a puzzle
Cardboard Town,"Casual, Indie, Simulation, Strategy","Build your deck to build a city. Fun and engaging with interesting mechanics that force you to make choices about what cards to pick and how to place your buildings. Pretty chill except the final victory quest which goes a bit too hard imo, throwing multiple disasters at you back to back to back. Great replay value but that rough finish is a limiting factor."
Cardboard Town,"Casual, Indie, Simulation, Strategy",Its absolutely addictve !!! It's basically a deck building type board game which I love in general.
Shards of Azuria,"Action, Adventure, Indie, RPG","Gameplay is okay, but not good. Annoying crash when changing zones, and a bug that broke my main quest made me quit. Skip this one. Sometimes my game would crash when leaving the main town. Usually that could be fixed by positioning myself differently when leaving. When entering the dungeon from the surface, my game crashed about 80% of the time, to the point where I felt like I shouldn't leave. Super frustrating. The main quest did not recognize that I had opened the first dungeon door even though I followed the quest instructions exactly, and thus I could not continue with the rest of the quest. At that point it was no longer worth continuing to play. The game systems were generally ok but felt slow. Combat was fine against small groups but the game insisted on throwing big groups at me, which became quite tedious. Mining felt slower than it needed to be, same with walk speed. There was a little bit of progression in a very limited set of quests, loot, and abilities that was enjoyable but not exciting. I would have tentatively recommended the game if not for the crashes and the unforgivable broken main quest. I leave this game wishing I could get the time back that I spent playing it. Strongly recommend you skip it."
Five Nights at Freddy's 2,Indie,best fnaf game ong
Street Fighter V,Action,"Game is unplayable on PC. I7-9700 and RTX 3080 and even on low settings, 40 FPS. Even after altering the NVIDIA settings that were recommended, it makes absolutely no difference. Optimization doesn't exist. CPU/GPU Utilization are at 30%. Absolute joke. Update: Reinstalled and enabled real time prioritization, runs at 4k 60 max now."
Street Fighter V,Action,"Hate it how broken my chair is... and my controller..... Many bugs like it says ""you lose"" while I was clearly better Round 1 cheese Round 2 cheese"
Street Fighter V,Action,"Ads between every single fight? I regret my $1. [Edit: Impatient me didn't realize i could turn them off. From the main menu: Battle Settings -> Sponsored Content -> turn that **** off. I'll keep this review up in case someone else needs the info; but i'd otherwise delete this for now until i can get a better understanding of the game, rather than the bs publisher stuff.]"
Halls of Torment,"Action, Indie, RPG","MORTAL! I HAVE A CHALLENGE FOR YOU! Attempt to reach a higher play time to achievement-ratio than I have in the game! To follow the same path I've taken, you need to: - Avoid any guides of the game - No cheating - obviously - No aborted runs, meaning you finish the run / push it as far as possible even if you had a certain achievement unlocked the run --- THE REVIEW --- Vampire Survivors meet Diablo = <3 +Fantastic twist to Vampire Survivors; more active game play where aiming plays role as well +Lots to unlock and progress through - like Vampire Survivors; roguelite-progress is gated behind achievements, but there are some progress (torment shards + artifacts) that exist beyond those +Player choice: skills, gear (actual builds!), level up stats +Great ideas; eg. sending gear to surface, potions (e.g. rerolls, banish, lock, double) -Some of the roguelite-progression achievements aren't fun to complete"
Halls of Torment,"Action, Indie, RPG",Really good entry in the Vampire Survivors genre. Classes have different playstyles and the unlock system for gear and potions is fun.
Halls of Torment,"Action, Indie, RPG",Vampire Survivors + Diablo 2. Good-looking pixel art and tight gameplay mechanics. A lot of little details that show me that the devs are true fans of both genres and styles of game. Fantastic in its own right. Active devs with thought-out changes and improvements (so far!) Strong recommend.
Halls of Torment,"Action, Indie, RPG",A fun Bullet Heaven in the style of Diablo 1.
Halls of Torment,"Action, Indie, RPG",Slow to start but ending up really enjoying it.. Would play much more except other games are calling.
Predynastic Egypt,"Indie, Simulation, Strategy","Surprisingly hard and addictive. I definitely would want a Roman, Viking etc version."
Predynastic Egypt,"Indie, Simulation, Strategy","I was surprised by this efficiency puzzle 4X (explore, expand, exploit, exterminate). It's true what they say: the best solo games are efficiency puzzles. A mellowing 50-something artistic realist, I enjoy this sensory experience: it's a pleasant blend of sights and sounds; audio is animal and rain sounds and village life, and visuals are stylized Egyptian art and hieroglyphics. Nothing alarming, stressful or violent. Entertaining history lesson for a lazy Sunday afternoon. The theme of Egyptian mythology reminds me of Spirit Island, King of Dragon Pass, Against the Storm and Terra Mystica. Religion plays an important part in the fate of your tribe, as it has throughout history. Worker-placement mechanics are kept fresh by a changing map as you scout and build, trade and raid. As it says, ""bold plans and fierce might"" are indeed needed to actually achieve the ever-expanding goals to victory. My first game I was having fun ""treading water"" and the game allows you to do that, before announcing finally that I had lost and was as ""wise as a baby!"" So of course I had to play again, and was itching to pass one of the 7 or 8 trials this time, which I finally did, but it was a challenge! I had to pay more attention, actually learn some of the history and religion, and then prioritize accordingly. It's light strategy, not deep, but still good ""work for brain"", and mine needs work, that's for sure. It took me about 7 hours to play through Predynastic Egypt. It was engaging the whole time! Like one of those Civ games: ""Just one more turn!"""
The Swords of Ditto: Mormo's Curse,"Action, Adventure, Indie, RPG","Unfortunately I can't really recommend this game. The core combat is so boring that I couldn't bring myself to keep going after the first playthrough. The toys are fun but the energy system means that you only get a few uses before a very long recharge. And the lack of toy usage makes enemies feel very samey, just bonk bonk dodge ad infinitum. The randomization of the world does nothing to make the game more interesting, because it's one static layout per long playthrough. Also it means you waste a lot of time walking around trying to find things since you can't look up where anything actually is. This is a game where if I could go back, I would tell myself to not bother playing it."
Nova Blitz,"Action, Free To Play, Indie, Massively Multiplayer, Strategy","Not worth your time. The game is also dead. No players at all. Check Fable Fortune for an ""adult Hearthstone"" instead."
