Game,cleaned_Reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2,lang,topic
Company of Heroes 2 - Ardennes Assault,major dlcs like lowquality total war game I know would release something downloadable content boring plain boring unfortunately dlcs unbalanced hell enemy unlimited resource constantly send unit save tank build free sure great biased random number generator side ai rush plus save game little something wrong huge consequence fight horde brainless enemy downloadable content another downloadable content play american force multiplayer great right,63,447,-0.01779983,5.887449,0.06242469,en,0
Company of Heroes 2 - Victory at Stalingrad Mission Pack,pretty unbalanced maybe multiplayer buff debuffs theater war mission plain annoying offer much single playerplayer I like finish game enemy tank hit last tier tank front hit side huge problem without story balance theater war chore I I buy achievement even achieve impossible even bad least expensive,47,300,-0.04810325,9.641346,-0.078575656,en,13
Company of Heroes 2 - Case Blue Mission Pack,pretty unbalanced maybe multiplayer buff debuffs theater war mission plain annoying offer much single playerplayer I like finish game soviet tank hit tiger front hit side huge problem without story balance theater war chore I I buy achievement even achieve impossible even bad least expensive,45,292,-0.044116803,9.515037,-0.036910158,en,13
Company of Heroes 2 - Southern Fronts Mission Pack,pretty unbalanced maybe multiplayer buff debuffs theater war mission plain annoying offer much single playerplayer I like finish game soviet tank hit tiger front hit side huge problem without story balance theater war chore I I buy achievement even achieve impossible even bad,43,276,-0.04318174,9.62365,-0.06925174,en,13
Northgard,cute different kind rt mostly develop multiplayer game yet campaign conquest different clan though story campaign pretty unimpressive one tutorial still want play different kind rt great choice learn game joggle lot try survive enough resource last winter winter mechanic neutral expansion attack force adjust survive clan different feature really enrichen game send mercenary goat farm sacrifice people beware though really hard achieve achievement require hour need dlcs,68,472,-0.04695834,8.549314,-0.13983345,en,0
Command & Conquer 3 Tiberium Wars™,game one favorite game time unfortunately anymore game old I see almost use mechanic unit background red alert series bit disappointing try find something different important I real problem I patch broken game difficulty patch multiplayer campaign ai stay mean much money suppose ai get lot resource send unit base constantly mission I spend resource repair ai send k worth unit second breathe space I even I could win unlimited resource mission I sure ai cheat mission ai go away keyboard ai game bad player huge resource way I finish campaign hard I use game style I big fan like rush use unit defense building especially gdi another problem gdi turret gdi turret work maximum range unless select unit one one rocket unit game frustrating need lot micromanagement patch however still good game first cylon cute cutscene even unoriginal story least story plus oldschool rt find something like,148,893,-0.059773386,8.529259,-0.37798855,en,0
Dishonored: Dunwall City Trials,I buy definitive edition achievement real torture complete first I big fan challenge type gameplay I know I would like however I definitely expect horrendous experience unfortunately downloadable content full annoying bug lot random number generator almost challenge depend random offer variety yet balance properly play challenge complete case complete achievement information give game wrong example death challenge need opposite game instruction achieve star conclusion downloadable content half even would,70,509,-0.050724488,5.7736697,0.061223775,en,0
Dishonored: The Brigmore Witches,daud story continue knife dunwall save see choice echo pretty small though much story serve conclusion one new skill necessary different ending feel bit generic different mechanic setting downloadable content least addition one new enemy type last chapter mostly downloadable content bit short enough I play main game dlcs medium level bug I check know bug play hence expect much downloadable content satisfied I guess reasonable price definitive edition especially sale,71,470,0.00952892,5.8528066,0.13238253,en,0
Dishonored - The Knife of Dunwall,downloadable content play daud assassinate empress storywise bit hollow game bit complete downloadable content brigmore witch couple new weapon skill play main game without probably even need choose different option playthrough downloadable content different chaos level addition one new enemy type first chapter mostly downloadable content bit short enough I play main game medium level bug I check know bug play hence expect much downloadable content satisfied I guess reasonable price definitive edition especially sale,75,522,0.022884877,5.753801,0.14374013,en,0
Dishonored - Void Walker Arsenal,give bone charm bone charm slot pretty unnecessary money really need couple book lore book decent I buy bundle I think reason someone buy without bundle,26,152,-0.10074564,4.950515,0.8953725,en,6
Shadow Tactics: Blades of the Shogun,good old commandosdesperado style game userfriendly ui game mechanic really nostalgic I especially sniper woman character usage story bit standard predictable dialogue bad voice act satisfy japanese voice normally game difficult challenge game take lot time complete play mission twice thrice completionist achievement hunter least hour gameplay I encounter bug play crash I think I say nothing new surprising pretty good game time,63,431,-0.043336198,7.655427,0.30079785,en,0
"Warhammer 40,000: Space Marine - Chaos Unleashed Map Pack",I buy achieve achievement like forced buy I expensive good price sale however I like fight endless enemy aimlessly I say I enjoy downloadable content killa khan new enemy one round couple map fight enemy expect much rare bug,39,224,-0.044548023,5.8028855,0.078530535,en,0
Orwell: Ignorance is Strength,similar first season play operator orwellian set season theme truth gray area bit short reason strong still pretty strong immigration war part current topic truth part welloriente story new device call influencer pretty fun use however use much unfortunately,39,258,0.002389395,6.516072,0.99531156,en,0
Always Sometimes Monsters,like love story meaningless boring good dialogue write game plain mini game make game interesting like arcade fight racing etc even really include story meaningful way I mean character around kg woman fight first time life kick every fighter ass happen I know unfortunately lot immersion break choice even without moment story intriguing forced love story poor person try make money go ex wedding stop wedding nothing achieve work month meantime homeless desperate find money almost one way playthrough I stop wedding I think happy character blame casino owner make life miserable talk lose love life even relate make choice pretty annoying I see I give single damn ex whole game,111,679,0.018604496,6.754735,1.0423675,en,0
The Wolf Among Us,one good game I ever play game fablestell tale telltale game try control notorious wolf sheriff town investigate murder case noir atmosphere gameplaywise standard telltale game story settingwise spectacular life death choice minor choice time however inconstancy minor choice sometimes previous episode summary part originally story comic_strip even I love normally I hate mainstream comic_strip detail world like huff puff cigarette glass shoe etc character great feel like music artstyle try keep nothing naturally game like bug pretty unlikely minor one end I like complete see everything I would love adventure part end I want like I discover everything scene read everything unfortunately I trigger base I miss couple scene time fortunately replay point discover replay,116,774,0.05713406,7.170304,1.5787351,en,0
Frostpunk,good mixture city builder survival game game mechanic original discover place try survive storm fun get boring much even though survival difficulty adjust game rule really hard sandbox mode completely meaningless try survive two storm would probably already organise everything game become meaningless soundtrack good pretty limited scenario play story pretty limited story choice stand point game make feel certain situation,61,425,0.018099653,8.455157,-0.82240707,en,0
Crysis Warhead®,expansion first crysis game pretty short storywise like b movie least try character developement however character seem bit weird bromance go cause highly unnecessary drama expansion much still decent game graphic still look good,34,229,0.011160189,7.22895,1.2957587,en,0
Crysis 2 - Maximum Edition,one good old frame per second game americans villian hero time storywise much say bit cheesy though rpg element progress even weak ai bit dumb sometimes follow even invisible still gameplaywise well crysis game transaction suit function really smooth graphic still look good,43,274,0.024218252,9.333876,1.5773005,en,0
Heroes® of Might & Magic® III - HD Edition,game one favorite game I child fun play still turnbase system resource management feel satisfiye building unit diversity high especially think old game skill tree campaign hard know play ai dumber I remember I dumb one time naturally story simple bit dull unfortunatelly expansion include say original code miss,49,311,-0.014028587,7.9599133,0.4928162,en,0
The Witcher: Enhanced Edition Director's Cut,lot problem first witcher game however game bit old understand problem exist I many crash I play lot fetch quest like mmo event trigger time make sense quest path make sense sometimes annoy completionist plus combat mechanic unresponsive position course combat pretty boring difficulty curve good game game offer bit challange first chapter get easy easy like rpgs however end chapter one annoying I unbalanced situation developement tree I guess lot people say pretty easy fo I play hard mode way cutscene annoying combat random number generator bit hard mode I die like time part still I say bad game story pretty good especially think part witcher game lore pretty neat I mean book series course good also level give satisfaction expansion I enjoy official one wedding one wedding one hilarious favourite,132,807,0.030552287,7.5544887,-0.83732074,en,0
Oxenfree,first game I begin first run interesting character developement stop feel like shallow stereotype I think real problem game mystery part really boring interesting I understand game mystery teenager dialogue mystery give space need way main character move slow skip dialogue see different choice result feel like chore however game expensive ignore replay value bad experience probably I good thing game voice act really good especially intonation usage certain language character lastly art style look pretty good feels harmonize,79,529,-0.0063111135,6.784759,0.8141681,en,0
Shadowrun: Dragonfall - Director's Cut,win steamgift game lot text read without easily finish less hour weird part language style text I know I speak english native level usage word different I know even check dictionary I still get dialogue character good annoying general however good story point dialogue story lot end option different approach game especially bad ending good story bit clich part see argument game discussion like global warming lie nuclear explosion really dangerous feel like way look story need nonspecialized character heshe suck combat use samurai type character use mage shaman heshe need high decking skill still check could team unfortunately talk gameplay game much bad shadowrun return I play hard easy run achievement shotgun especially useless sometimes show square away use eig situation miss hit ratio annoyingly wrong hard sniper weirdly bad maximum range combat area medium range assault rifle obviously good weapon close range high range enemy hit almost every time shoot shotgun use soldier even try get close much bug shadowrun return apex level pretty bad design I lot frame per second drop level crash delete last save file deck part mess lot freezes frame per second drop slow connection move I know mess working system new game still game worth play especially think much alternative turnbased game way version dead man switch shadowrun return,216,1348,0.02910205,7.744564,-1.7758918,en,0
Overlord II,well graphic first one new mechanic control pretty bad storywise much especially spider puzzle part temple annoy much control I lose least green last part puzzle unfortunatelly achievement exist anymore humourwise much first game far I remember positive part choose make people slave kill give choice like first game make work automatically limited still boss fight bad interesting mechanic game variety enemy neither many level design decent different mistress much mostly decoration last battle mount decision,76,511,0.0035741306,7.6035633,0.09549559,en,0
Max Payne 2: The Fall of Max Payne,much say game tps classic bit short original game impressive first one still max payne game atmosphere must max payne game unlike max payne story game like classical story reason great suppose I guess bad thing short gameplay time want play different difficulty level design main game feel like bit repetitive,51,309,-0.008624433,13.032685,2.7537525,en,0
"Guns, Gore & Cannoli",first go publish localization least write name language right I even bother check though probably google translate english subtitle decent unfortunatelly different text annoy I lot part game decent enough except story part nothing impossible difficulty really challenge even bit frustrating least I I guess enemy always fix place randomly generate obviously give challange sometimes control decent play high difficulty game take lot time complete overall game good expect much way game online coop option like second game local coop option,81,539,0.07780397,8.852884,1.512871,en,0
Stronghold Crusader HD (2012),I buy crusader extreme hd crusader extreme really extreme much fast skill system story campaign like main game campaign bit challenging turtle first rush turtle able finish main game story historical campaign pretty short regular campaign pretty long boring repetetive graphic look good bug issue I already classic say I guess,51,326,-0.003307382,8.382788,-0.21541597,en,0
Resident Evil 4 (2005),unfortunatelly last good game resident evil series action orient resident evil annoying action game like game currency use upgrade weapon buy game horror element except control control really bad especially controller however probably start headshot every enemy end chapter main campaign another mini campaign ada scenario shootem mod,48,334,-0.038143855,6.745749,3.3316858,en,0
Fallout 2: A Post Nuclear Role Playing Game,one favorite game timeless classic contrary modern fallout game game give real freedom kill help everyone realistic satisfy write even old year game lot postmodern element like fourth wall intermedias etc great sense dark humor I detailed game I ever see contrary new generation bethesdafallout game probably fallout choice I talk fake choice impact gameplay rpg ever see however really buggy game especially ending quest I recommend check common bug use least three save slot maybe use unoffical patch way last major town bit rush developemental problem town text strong town plus content cut reason meaningless part temporary frame per second drop move new area map ps game one rare one criticise american supremacy act play police enforcement world,119,751,0.03317933,6.6079564,-1.0782833,en,0
Tacoma,good game developer go home game bit detailed even shoe story feel sincere go home I guess really originial story however character detailed play style really original lot different game mechanic fantastic physics plus I see bug I play,39,235,-0.030574601,7.9883423,0.58448946,en,0
Machinarium,great adventure game nice puzzles story pretty simple probably intentionally feel like old cartoon atmosphere really great drawing really great feel nostalgia time except last puzzle I like even two bit hard I last puzzle practical go room lot able find correct order,43,267,-0.006359645,7.601875,2.5279713,en,0
"Please, Don’t Touch Anything",game great great reference put face smile time however game really hard give much clue I would much without guide unfortunatelly game element mini game I think,27,159,-0.06389253,8.459399,1.2657561,en,0
Men of War: Assault Squad,mostly design multiplayer need lot micro management ai anything always need manage however problem enemy ai spawn infinite enemy single player map look similar plus objective always take point win scenario bonus map fun original buy game multiplayer may game like play singleplayer bother,44,288,0.022202026,8.98993,-0.18630269,en,13
The Flame in the Flood,I win game steamgift bit limited survival game kinda story mode endless mode pretty boring offer anything different overally game fun graphic look good control little problematic sometimes get achievement need story mode midgame game become really repetetive game long matter much,42,280,-0.0069624963,8.021788,0.5361681,en,0
Expand,good game great soundtrack kinda similiar game chill style symphonic music I buy game I expect atmospheric puzzle game like atmospheric platformer I would hate time pressure run away thing game would perfect I way game story chapter name,39,237,-0.05310101,6.1998887,2.153225,en,0
Wolfenstein: The New Order,story great well frame per second game side quest change anything I guess overally fun relax game however expect anything,20,121,0.018190429,7.227898,0.63157684,en,0
Life is Strange - Episode 1,pretty good dialogue decent story magnificent music especially spanish sahara I would expect play teenage girl interesting really good writing character game feel like real backstory good adventure game strong element story huge flaw plus ending episode really boring even end bad emotional time thing I say I like photography understanding artstyle game especially popculture reference I still understand developer target audience I help feel bad feel like target orient I guess personal thing I think movie art reference bother max really annoying constant selfpity whine I expect someone create alternate universe like deity confident fear use focus idiotic actually start whine one try end part leave whole town chloe die without real try I feel like I choice I save chloe end choice become meaningless plus save chloe mean another storm another town,134,854,0.037310176,6.603015,1.1479325,en,0
Kingdom: New Lands - Skull Island,small free content much hard island try go without hermit mount,11,63,0.011736761,5.3815207,0.10095523,en,0
Bounty Train,even though I interest train idea train simulation pretty good idea much story game bit repetetive game let use one train travel city b city mission almost combat pretty unbalanced hard beginning easy mid game I play hard difficulty plus encounter make sense like I carry alcohol quest town give I soldier attack I road say alcohol contraband lastly earn money easy spend anything lose trust faction really easy however I could recommend game game break bug unfortunatelly game delete save file quit happen two time second time I lose hour progress I say bug achievement,96,570,-0.0087546185,8.497043,-0.7309751,en,0
BioShock Infinite,story really illogical game real bioshock game I think one end nothing morality game take two gun power like plasmid useful sky line mechanic funny however think game different frame per second original series think rpg element probably like frame per second game welldesigne way game one good ost circle unbroken cover still like frame per second game look sequel game mind frame per second quality story love game look strong story bioshock spirit hate,75,454,0.012150482,7.361215,1.6198684,en,0
BioShock Infinite: Burial at Sea - Episode One,story ending really bad game bad much hard originial game like two shot mode autosave problem first part rapture beginning welldesigned add detail bioshock originial world,26,171,0.023262484,7.1904573,1.8718759,en,0
BioShock Infinite: Clash in the Clouds,choose wave want lot bug include sky hook enemy sometimes elizabeth game crash progress progress lose manual save wave one kill enemy ribbon really annoying often one fall kill another enemy however different voxophone game maybe buy bundle sale good idea,41,255,-0.030113187,8.966721,-0.24055232,en,0
Bioshock Infinite: Columbia's Finest,sell single player coin skin downloadable content suprise I guess I get bundle make difference,15,94,-0.040065344,5.0322084,0.6952872,en,6
BioShock® 2,bioshock one favorite game I love story idea behind great element I prefer first game second story depth character still great game make player big daddy pretty good idea play book appreciate game multiplayer offer lot variety dead exactly still people play group much well nothing,46,281,-0.0022690538,7.2940726,1.7296573,en,0
BioShock™ 2 Remastered,bioshock one favorite game I love story idea behind great element I suggest remastere version anyone amd issue game load texture save bug sometimes way buggy originial version I prefer first game second story depth character still great game make player big daddy pretty good idea play book appreciate game go play original one,54,327,-0.016034104,7.4992766,1.8858186,en,0
Crysis,one good frame per second game time still great graphic story like action movie combat system pretty fun helicopter act weird time like look invisible I problem game,28,165,-0.013366951,9.353245,1.4952797,en,0
STAR WARS™ Knights of the Old Republic™,timeless rpg classic even someone like like star war game really advanced system sufficent random event companion well design neither hard easy except infinite enemy part part annoying I story I guess would accurate say game similiar narrative star war wellwritten I say bad either,45,281,0.005292591,7.2788258,0.9044061,en,0
The Stanley Parable,great game lot ending criticize play style game encourage try different thing even coding play game narrator voice act pretty good wonderful idea accompany,24,155,-0.023690406,6.5525675,1.3240105,en,0
Antichamber,pretty good puzzle game original play style one puzzle annoyingly hard bit buggy amd driver nothing important definitely worth price,20,132,-0.10352098,7.7817173,2.537033,en,0
Tropico 5 - Generalissimo,buy bundle even worth review,5,28,-0.12066141,4.963426,0.8934633,en,6
Tropico 5 - Joint Venture,bad buy bundle worth buy,5,24,-0.11972187,4.983697,0.89511627,en,6
Tropico 5 - Surfs Up!,think core game bad buy bundle want,7,35,-0.08357194,4.965496,0.9144786,en,6
Tropico 5 - Supervillain,katman villain thingy fun bad overall buy bundle,8,48,-0.09973089,5.040281,0.91866124,en,6
Tropico 5 - Espionage,offer spy system chance steal governement buy bundle,8,52,-0.13678801,4.9768066,0.90080386,en,6
Tropico 5,change voice penultimo dare really bad bad tropico game story mostly building except dlcs extra mission different old game feel anything new play bored miss tropico polish graphic sell new game new map meaningless multiplayer mode make sense sell skin pack new game suprise,44,273,-0.0143797435,7.7023425,0.6205222,en,0
Firewatch,great atmospheric game wonderful view nature story magnificent enjoyable game simple yet peaceful normally I like exploration game game hook I story point plot want something story still pretty good state I wish well way listen developer commentary,38,248,0.03297932,7.220305,1.8662462,en,0
,one classic game ever develop I play nostalgia feel howeverthe graphic bad I remember aiming badly design good remember childhood day enjoy much still definitely worth buy way I know one design dream part game I hate himher cry baby really annoying,42,248,0.022434391,8.952792,2.0040479,en,0
Punch Club,get game steamgift game annoying build fun general like oldschool game may like game otherwise game,16,99,-0.09530484,10.257411,0.7310513,en,0
Orwell: Keeping an Eye On You,brillant dystopian game many ending game make monitor people personal life give judgement play game choice think morality choice concept big brother society,23,156,0.024928302,7.5504837,-0.2605756,en,0
Fallout New Vegas: Honest Hearts,worst downloadable content I I like cave lose canyon plus I understand tribal light armor tanky hit much spear story pretty bad buyable bundle,24,142,-0.06870615,5.4075007,0.10194539,en,0
Fallout New Vegas: Old World Blues,downloadable content big potential look like bother make game well talk lot beginning game talk end game still dialogue bad really good price bundle,24,148,-0.028354933,5.633339,0.080685675,en,0
Fallout New Vegas®: Gun Runners’ Arsenal™,item work challenge fun pretty good buy bundle,8,46,-0.14750622,5.0718484,0.9994844,en,6
Fallout New Vegas: Courier's Stash,buy without bundle otherwise unnecessary story impact item trash plus challenge break,12,85,-0.066770524,4.9792833,0.922264,en,6
Fallout New Vegas®: Lonesome Road™,one well dlcs new creature well design ending bit annoying effect good strong enemy downloadable content however deatclaw annoying onehit matter tough tough fighting annoying buy bundle,27,185,-0.10475363,5.9290204,0.11415313,en,0
Fallout: New Vegas,average story fun quest long playtime okay rpg least fallout game however need play mod else play build like explosion even mod lot bug bethesda never care like every single game developer game vat system pretty bad game way I know I give game thumb I guess I like rpgs first fallout game anyway buy bundle include dlcs sale pretty good idea,62,341,0.0073506795,6.4146776,-1.0789915,en,0
Saints Row IV -  Enter The Dominatrix,downloadable content pretty funny short buy season pass,8,55,-0.06161258,5.4265485,0.2549465,en,0
Saints Row IV - Stone Age Pack,buyable bundle skin pack expect much,6,36,-0.07694672,5.013992,0.8631825,en,6
Saints Row IV - Gamestop Warped Weapon Challenge,buyable bundle weapon bad lot gun already,7,41,-0.06520783,5.0311904,0.8892117,en,6
Saints Row IV: Presidential Pack,buyable bundle outfit pack expect much,6,38,-0.09361,4.9887047,0.9041326,en,6
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,xbox controller work every game except one spend free time try get work well game await refunded,17,96,0.018759083,11.26038,0.13132337,en,3
Cooking Simulator - Shelter,play current downloadable content pack probably favorite much different rest downloadable content pack include new somewhat strange recipe prepare I like maself rat stew momma I also like plant seedling grow stuff inventory hunt meat I finish campaign hour choose sandbox mode request order complete choose recipe cook I would like see change future bug currently although nothing major stop enjoy complete game,63,411,-0.048594736,5.854421,-0.047831263,en,0
Mad Max,I really enjoy game piece bit repetitive time always come back big open world plenty mission side mission quest upgrade max well weapon gear also personal vehicle story line pretty good achievement hunter able complete achievement require connection server exist anymore,41,270,-0.02430093,8.007412,0.23439524,en,0
Far Cry® 4,big open world ton questsside quest collectible awesome selection gunsgunplay game base country kyrat base nepal tibet title release graphic good I able finish campaign hour real collector want finish quest sidequest hour could easily double even triple micro transaction steam achievement achievement tie ubisoft account overall,47,329,-0.0106598055,7.7685704,0.887073,en,0
Arcade Tycoon ™ : Simulation Game,refund yes early access early access I lot feature miss core game feel simple may reinvest future point I see title get much betterexcite,24,137,-0.069098935,10.194693,1.108166,en,0
Train Sim World® 2020,train strengthen I grow play trainsim mst bve railwork trainz name train sim world tsw upgrade train simulator series use unreal engine compatible train simulator series graphic forget reality beautiful good decent bad look long paintexe gameplay good good gameplay mehh star wall well audio eargasm good good bad bad earrape audience kid teen adult human pc requirement check run paint potato decent fast rich boiiiiii ask nasa spare computer difficulity press easy significant brain usage easy learn hard master difficult dark soul repetitive task nothing repetitive task care leaderboardsrank necessary progress average repetitive task level much repetitive task need second life grind story story text audio float around average good lovley replace life game time long enough cup coffee short average long infinity beyond price free worth price spare money lefton sale recommend could also burn money bug never hear minor bug get annoying ark survival evolve game big terrarium bug feature promise dtg edit review implement multiplayer dtg announce implement editor dtg announce implement steam workshop na raildriver support partial vr na world editor big negative I personally I enjoy create route tsw long support dtg result bug fix future addon etc add future recommend buy tsw overall score,201,1299,-0.036750596,7.254443,-2.021246,en,0
Soccer Manager,install game steam lock restart steam look update steam open run game game load white screen appear restart game thing white screen write review get notify play min post review run game wait min write review uninstall game go sleep,40,231,0.039017506,11.208525,0.6399556,en,1
Assassin's Creed® Odyssey,assassins creed rpg greek mythology assassin creed assassin creed odyssey assassin creed game,13,93,0.018820647,6.17484,-1.7524095,en,9
Super Meat Boy,game ten year old sequel despite everything much well buy game,11,62,-0.06469165,7.0852137,2.7212374,en,0
Fahrenheit: Indigo Prophecy Remastered,I love first hour try much feel like rush last part current price though great buy,16,82,-0.09754482,10.840299,2.0052407,en,0
Max Payne 3,one good game I ever play play get buck usually cheap sale easily worth money,15,77,-0.06318801,10.665161,2.3435826,en,0
Call of Juarez: Gunslinger,one good game I ever play,6,25,-0.02057661,9.807591,3.2981946,en,0
Assassin’s Creed® IV Black Flag™,pirate caribbean assassin creed hell yeah,6,41,-0.044241935,6.151931,-1.7355882,en,9
ARK: Survival Evolved,far I play pretty ok maybe bunch bug fun play,10,45,0.038949516,10.852797,1.1746318,en,1
Puzzlement,stunning experience atleast I I play stream I love puzzle hard easy variety good atleast I pretty fun nice clean visual short relax puzzle game I blast play even take little hour I recommend,34,190,-0.027800692,7.9247527,1.8246514,en,0
Sonar Shock,excellent immersive sim level design great scarcity resource amplify exploration really well game somewhat short content par good immersive sim shame game get much traction,25,172,-0.030876737,8.780504,1.114068,en,0
Amnesia: The Bunker,another masterpiece devs scary innovative,5,41,-0.06935021,7.0364633,3.021489,en,0
Dying Light,well craft labour love iconic,5,29,-0.027562842,7.738771,2.6368692,en,0
Hollow Knight,art style boring gameplay feel fun,6,34,0.04256605,8.236315,2.089547,en,0
Obscure,kinda like nostalgia reason I think worth play tho,9,50,-0.07841789,9.455777,2.3109472,en,0
Darkwood,great gameplay great horror somewhat management game disguise I postpone play game month hrs I go back cuz repetitive management lose interest lose good thus I want give thumb I remember nojumpscare type horror,34,210,-0.07592059,7.0147233,3.098899,en,0
S.T.A.L.K.E.R.: Shadow of Chernobyl,game love crash I chance get wish I could give thumb,11,52,-0.048034225,11.726641,0.9729813,en,0
Blasphemous,con I game boss fight really easy otherwise really good lore gameplay,12,69,0.024433004,8.015523,0.3065031,en,0
The Age of Decadence,great politic combat difficulty worth play,6,42,-0.032321863,9.330202,2.3916457,en,0
The Long Dark,mind repetitive task get bore fetch quest real fast,9,51,-0.003947318,8.504799,-0.23434718,en,0
The Wolf Among Us,clearly multiple choice game story kinda good,7,45,0.06868032,6.967968,2.038891,en,0
SOMA,like game cool concept technonecromancy people tend ignore sake philosophy mind existentialism,12,94,0.030179212,7.4167275,-0.7319323,en,0
Mark of the Ninja: Remastered,great game wish level tho,5,25,-0.023958266,8.841342,2.5336158,en,16
What Remains of Edith Finch,family come package much influence family psyche,7,48,-0.029814446,9.816923,4.5605826,en,2
STAR WARS™ Jedi Knight - Jedi Academy™,spam left click win terrible pathing,6,36,-0.029554999,10.540147,1.1841294,en,0
Fistful of Frags,I want like game I really jesus christ movement gunplay torture,11,63,-0.07427551,8.713672,0.96950793,en,0
Half-Life,believe I never give game review I kid good game sequel somehow make look tiny comparison,16,89,-0.02716545,6.2504654,-0.6018403,en,0
Left 4 Dead 2,I love throw molotovs friend,5,28,-0.05540479,9.348441,3.5284305,en,0
ELDEN RING Shadow of the Erdtree,far great downloadable content I ever play incredible area incredible world design incredible boss incredible weapon list go top shelf,20,134,-0.051790047,5.5317807,0.106319405,en,0
Quantum Break,miss charm remedy game bring table overall good shooter great story,11,67,-0.021364117,7.1560354,2.0817618,en,0
Resident Evil 4,one good shooter ill ever live see top shelf,9,44,-0.051489837,9.027782,2.6660476,en,0
Resident Evil,fever go itchy today hungry eat doggie food,8,43,-0.012982124,9.729694,5.202687,en,1
,rest peace james mccaffrey series always special place heart james mccaffrey make possible,13,90,-0.054142416,7.9289684,3.421571,en,4
ULTRAKILL,one good shooter market right I play release something really click I I refund year later I purchase time life get hang mechanic amazing time ultrakill,26,151,-0.060529847,9.13264,2.2257898,en,0
Coffee Talk,baller game great art character ost,6,35,-0.043127257,8.085906,2.15691,en,0
The Looker,wonderful little puzzle game lot personality,6,44,-0.017340424,7.8879886,2.761239,en,0
Fallout 3,game little silly little goofy,5,30,0.049314175,9.99472,4.3496246,en,17
,I make mother cumjar jack fret every drop,8,41,-0.093441926,9.703959,4.657828,en,2
DARK SOULS™ III,amazing soulsborne entry hold back glare issue still masterpiece though,10,71,-0.02031958,9.364374,1.235645,en,0
DOOM Eternal,easily one good first person shooter last decade soundtrack among great time,12,76,-0.034615185,9.071544,2.7437818,en,0
Left 4 Dead,amazing game sequel somehow top,5,31,-0.054028492,7.07281,2.7538025,en,0
Team Fortress 2,alltime favorite multiplayer shooter good,5,41,-0.0261547,9.027767,2.3843992,en,0
Half-Life: Alyx,reason top half life game half life game still fun though completely insane ending,14,82,0.0031371212,12.102004,3.181037,en,12
Max Payne 3,nice like part depressed relatable,5,34,-0.04045422,11.00198,4.4359956,en,4
The Binding of Isaac: Afterbirth,good downloadable content even make game easy,7,45,-0.03319855,5.434398,0.09651709,en,0
Max Payne 3,really good end good tps trilogy gameplay story really good even cutscene get annoying time,15,91,-0.061922897,7.131477,1.9141102,en,0
Max Payne 2: The Fall of Max Payne,way well first game dialogue level story character development well gameplay gunplay also well even I miss sillier theme original game time since one lot serious,26,161,0.029967371,6.9382944,1.1845682,en,0
Tom Clancy's Rainbow Six® Vegas,sprint hard difficulty force play glaringly slow due enemy lock quickly drop even quicker spreadcover mechanic slow ad time well reload like arthritis combine lack sprint leave die try play game similar pace modern day shooter probably lot well low difficulty reason I highly competent frame per second player multiplayer game get game ugly reason I guess sign age though,60,371,0.022415873,9.047117,-0.12004986,en,0
Psychonauts 2,psychonaut follow path psychonaut fantastic game praise critic underplay literally everyone else double fine need hug say fear dentist tooth first level doozy let I tell ya,27,172,-0.056883752,6.8259916,1.6350818,en,0
Danganronpa Another Episode: Ultra Despair Girls,among many people recently discover danganronpa might wonder game play I blame danganronpa game great conclusion series restrict anime crave explanation story particularly might want dive well start play like like third person action adventure stare two girl face child army monokumas initially I worried kid would one note boring villain straight kid next door want kill adult simply adult bad turn far far truth easily darkest game series even go beyond series dark like dark child severely traumatized suffer ptsd first chapter might go way expect give warning I give child literally pile adult body make display relentlessly kill without moment thought everything change chapter set tone problem throughout rest game make game absolutely disgusting abhorrent contain excessive sexualization child much play humor spoiler rest review chapter focus villain kotoko utsugi child actress mother frequently force sexual assault old man exchange money cite envy daughter youth let get one thing way discussion abuse encourage something I expect medium tackle time open people eye issue might go ignore society time help people come forward confront abuser show like law order special victim unit great discussion fine however shortly introduce backstory establish character fall give shot underwear nuanced discussion window attempt humor disgusting humor kotoko kidnap protagonist komaru strap machine grope play minigame stop molest toko show save fight ensure toko use scissor attack landing hit result cut kotokos clothing underwear rest game toko make reference kotoko take komarus virginity scene without doubt revolting I least hold onto hope chapter villain go weird child abuse humor would stop example questionable thing game contain komaru believe see ghost one time wake middle night teacher stand bed apologize get spot think ghost quit job next morning disappear leader resistance kid know suppose good guy say interested toko prefer girl young possible one monokuma bear talk hug one villain girl make several remark chest much sexual humor game try talk child severe ptsd every one kid equally mess kotoko thing beat alcoholic father force wear mask tell ugly people eye would explode take force study keep stimulant week end none make joke none use humor writerdirector clearly strange thing go I know japan I play fair share game weird fanservice go another level say game need burn really want know happen watch first cutscene ending cover maybe read synopsis,385,2475,-0.034122214,7.2772617,-1.7042747,en,0
