Game,Genre,Review
Darksiders II Deathinitive Edition,"Action, Adventure, RPG","Sequel continues from first game’s story but you play as a different horseman (Death). However, this time you only do some fetch quests and bounty quests. Every character you see mocks Death or give him something to do for themselves. Since you know the story from the first game, you only learn about Death and his backstory which isn’t much. So, you will probably go into some dungeons and solve puzzles while doing platforms without caring about story. DLC campaigns only give you some short dungeons with same enemies out of the blue. There are some variety about platforming and puzzle aspect of the game but it is over-used. For that reason, that part feels like a chore after a while. Game is a bit more like an open world game and there some side quests in it. Although there isn’t much to do in this open world and side quest mostly collection quests; these quests are annoying even with a guide (there is no checklist in game for it). There is a new game+ option after finishing the game but I don’t know why someone would like to do that. First playthrough is pretty soulless and repetitive by itself already. What about combat though? It should be the most important part of the game, right? Unfortunately, no. There aren’t many combos or moves, combat is repetitive and there isn’t much of a variety of enemies, except the paint jobs of different enemies. Sadly, boss fights don’t compensate for these too and the Reaper form feels pretty weak. And most of the battles are against camera angles or bad viewpoints. Morever, locking into a big enemy doesn't help you at all. There are couple of skills to level up (not so much) and some gear to drop. Most of the gear you will find be useless and since money is mostly useless, selling them wouldn’t be useful either. By the way, there is no explanation about stats or weapons’ specials; so, good luck figuring them out by yourself. Lastly, bugs: Game is a huge bugfest. I encountered every kind of it; crash, visual, audio, unresponsive game, puzzles. Let me summarize them for you quickly: Game can crash sometimes and there is nothing you can do about it.  Other than that, graphics looks pixelated in modern systems while audio will partially disappear more you play or you change into additional campaigns. Sometimes your character won’t move if you press escape and you will be forced to restart the game. Additional campaigns have some broken puzzles; some may require you to restart, some will need a work around to solve it. As you can understand, this game is a mess and it is half finished (basically another AAA game). It isn’t worth the time you spent unless you are a huge fan of this genre or series."
Darksiders II Deathinitive Edition,"Action, Adventure, RPG","Game is completely broken, crash, stutters, voice lines glitching, crashes everytime I change any option in the options menu. Is it good? Yea, it is, a lot. Does it work? Nope."
Deadlight: Director's Cut,"Action, Adventure","It's decent, I would lean more on a mixed review, but besides the broken saves nothing really bothered me and It's fun once you get the weapons."
Deadlight: Director's Cut,"Action, Adventure",Worst checkpoint system I've ever see
Drug Dealer Simulator,"Action, Adventure, Indie, Simulation",I kinda got the gist of the game very quickly and don't care to play more. Just feels like fetch quests the game.
Drug Dealer Simulator,"Action, Adventure, Indie, Simulation",Attempted to sue an indie dev for making a better game. Never buying from this dev again. GO BUY SCHEDULE 1
Drug Dealer Simulator,"Action, Adventure, Indie, Simulation","Slinging dope and fighting the Law I know what you're thinking ""oh another gimmicky simulator about a random occupation"". And to be honest you are partially right. Yes the game is a sim about dealing drugs and out running the law. But the game feels like more then just that. The game has personality that I can almost compare to Postal and despite it looking like an asset flip I would call it an asset flip with character. For what I have been told there's no plans of adding combat to the game (which was advertised in the trailer) and I do feel a little mixed on that since it would add an extra layer to being a drug runner. One thing I would like added is an option to pass time like resting at home (to skip the police hours sometimes). Overall its a good time waster thats worth the money"
"Dude, Stop","Adventure, Casual, Indie","This game is pretty fun with its original content. There is much to say about it actually. It is a meta-fictional, anti-game type of short game which has some puzzles to solve to complete game. There was nothing negative in this game for me. So, I definitely recommend it."
"Dude, Stop","Adventure, Casual, Indie",bean
DungeonTop,"Indie, Strategy","Good combat, excellent replay variance, many viable deck build options. If you're interested in this game I highly recommend it. I usually don't go for grid combat games but this one is very well done. Fast paced but not shallow, with fantastic enemy variety to keep you on your toes strategically. There are plenty of starter deck options plus lots of viable ways to build your deck throughout your run. Replaying the game feels fun and fresh after several full runs and I fully expect to sink many more hours into it. This game was a really pleasant surprise. If it looks like your kind of thing you should give it a go."
DungeonTop,"Indie, Strategy","Yes, I would recommend this game to other players."
ENDLESS™ Space 2,Strategy,"My review is considered neutral. I have played 3 major 4X space games over the past 3 or 4 years,  Stellaris, Galactic Civilizations and ES. Endless Space 2 is by far my least favorite of the three. very comparable to Galactic Civilizations 3,  ES2 has better production quality, cool background/lore.  but few customization options and most jarringly I think the issue with ES vs Stellaris and GalCiv is it's UI is very out of whack. I don't know what it is,  but after playing Civ, Galciv, and Stellaris,  I just dont like this game all that much."
ENDLESS™ Space 2,Strategy,"Endless Space 2 continues with the asymmetrical gameplay of Endless Legend to create a game with a great deal more replayability than Civilization, the game I think it is most similar to.  Every race has very different mechanics for things like how they colonize new worlds or how they use resources, and it results in feeling like you get 8 games in one.  Even better than Endless Legend, these different mechanics don't force you so much into a particular playstyle because once you've started you can do a lot tinkering with the race's government and techs to fit the play style you need for your situation.  This is why it is a better game than Civilization, in my opinion.  Because you have such control over what your alien race is and how they deal with the universe both among themselves and in interacting with the unknown. It possibly gets over complicated at time.  If you're just pressing end turn waiting for something to be built or a tech to be researched, you're probably missing out on a great deal of choice.  Your civilization includes your starting race and alien refugees who have settled on your worlds.  Shuffling the populations around between planets and later systems, and encouraging some to reproduce more rapidly is just some of the ways you can what your civilization is and how efficient it is.  But by the late game you have a quite a lot of worlds to manage and it can start to being a micromanagement chore. Diplomacy was quite simple when the game came out, but it has become a lot more complex recently.  I do think the AI doesn't know so well, what's in its best interest here.  It seems to undervalue systems and overvalue techs.  But it's a lot of fun wheeling and dealing and putting pressure and demanding tribute from lesser civilations, eventually to consume them through politics or conquest.  (I generally prefer the former.) The tech tree is much improved from the former title in the series.  But it doesn't seem to tell you all the information you'd like to know, especially in the military portion of the tree.  What will this gun actually mean to the fire power of my ships relative to what they are currently at, can they equip them, how much does it cost, are all questions that seem out of reach.  similarly, it would be nice to highlight techs that you can use easily.  such as, show me only techs that have to do with resources I have. Economy is interesting but another area that is poorly explained.  You can make a lot of money (dust in the game) by buying and selling luxury resources on the market and the game does tend to alert you when this is a good idea.  you can also set up trade routes which take a lot of time and resources and are a bit of a gamble because your trade ships can be easily destroyed often before they've paid for themselves.  I suppose it is more like commerce from the old days in that respect.  But here too, how much each trade you get earns for each trip is never told.  So, when you see the price increase for each new one go up, you have a hard deciding whether it is worth it.  Just in general this lack of specifics in places where there's no reason for it not to be is a problem. Which brings me to the final problem  there really needs to be an ingame almanac or manual.  There is an out of game manual, but it doesn't have specifics of how the systems work, either, and it is out of date, since quite a lot has been added to the game since launch.  I highly recommend Endless Space 2, but as a new player, you may not like it.  The game is all about preparation.  You have to have put some work into every aspect of managing your civilization before it you run into problems, so you can solve them before they arise, and it's nearly impossible to do that when some times you don't even know that the mechanics are in place to solve them in the first place.  I remember even just conducting a siege involved knowing about ground troops and upgrading them and man power and all kinds of info, that's hidden away on subscreens. You may even think you've research the proper tech, like tanks, but there's they are going to do no good for you if you don't know where to go to add the tanks to your armies or how to upgrade them and what would be a good proportion of tanks to infantry to bombers by seeing the positives and negatives of each one.  So, you will lose and have to restart the game and start planning earlier the next time.  and this will keep happening because after learning about sieges there will be something else like politics that screws you in the next game.  But eventually you'll start to get the picture and you'll realize this is the most detailed 4X game yet."
ENDLESS™ Space 2,Strategy,"Its not as groundbreaking as Endless Space 1 felt, but its a very solid 4X space game."
ENDLESS™ Space 2,Strategy,"Quite a challenging game, although the diplomacy still needs a lot to improve, the game's system is better than the other 4X strategies, I think it's only competitor is Stellaris right now. A simple decision can change your entire outcome, a single research not made can mean battles won or lost. The whole cinematic replay thing is also awesome, wish they would give us RTS control in those battles too, still watching your ships battle realtime is awesome. Resource management, trading and the whole development mechanics I think are better than it's competing titles. Definitely a must buy if you are into 4X space strategy."
ENDLESS™ Space 2,Strategy,"The hype for Endless Space 2 was great before the release. This usualy brings some justified suspicion on the costumers side as many times in the past games that were eagerly expected turned out big flukes. But ES2 managed to avoid this pattern. The game is not only a worthy sequel but it came out well polished as well. This is important as many devs and studios prefer to just release the sequels that seem and feel half finished and then try to catch up in DLC land. The game delivers in all its promises and it delivers in a balanced way. There isnt any feeling that some aspect of the game carry more wight than others although there are factors that indeed, in specific circumstances, matter more. This series has potential. As long as the devs keep on listening to the community and have the ability to synthesise the many different ideas, ES will have many succesfull sequels."
Entropy : Zero 2,"Action, Free To Play","I am in love with wilson, bless his digital heart. Whole playthrough feels like a standalone game more than a fan mod honestly. Very enjoyable and i highly recommend it.. and if you do try it, please bring wilson along."
Entropy : Zero 2,"Action, Free To Play","You better know how to count to 3, Breadmen."
Entropy : Zero 2,"Action, Free To Play","Would have paid money for this! Valve, make it canon!"
Entropy : Zero 2,"Action, Free To Play","If you want to play a modern half life spinoff,  save your money, don't buy that abomination ""Hunt down the Freeman""... Just play this."
Entropy : Zero 2,"Action, Free To Play","Probably the best Half Life related mod to come out in a long time. It feels so new and fun to play. Just having a kick whenever you need instead of switching weapons is a great tool in many situations and you start to appreciate kicking. The guns have nice models and great animations. The models themselves are really good. The game play is really fun and smooth. Its awesome to play the bad guy! My favorite part had to be escorting the target, something about good and bad both not wanting to cooperate with each other but having to in order to escape death was cool to me. Not to mention the Epistle 3 references. It's worth your time especially since it's free. If It gets some recognition by valve that'd be awesome as it really deserves it!"
Fallout New Vegas: Honest Hearts,"Action, RPG",Mormon jesus is real and hes about to whoop thy butt with holy retribution if you mess this one up.
Fallout New Vegas: Honest Hearts,"Action, RPG",Worst DLC for me. I do not like caves and losing myself in the canyon. Plus I do not understand how can a tribal with a light armor can be so tanky or hit that much with a spear. Story is pretty bad too. It is only buyable with the bundle.
FlatOut: Ultimate Carnage Collector's Edition,Racing,"Thank you zoom platform for fixing up a 12 year old game, adding achievements, steam deck support and removing GFWL dependencies, this is one of my favourites and its great to see it getting some love. i hope you continue to find even more games to restore."
FlatOut: Ultimate Carnage Collector's Edition,Racing,this is what a racing game should strive to be and i will fight you on that opinion
Frog Detective 1: The Haunted Island,"Adventure, Casual, Indie",frog
Frog Detective 1: The Haunted Island,"Adventure, Casual, Indie","absolutely adorable indie game. it's very easy and will likely only take you 45 minutes to beat, but it's perfectly polished and full of fun little details and secrets. Well worth the price, I would have willingly payed 10 dollars for a game this lovely."
Frog Detective 1: The Haunted Island,"Adventure, Casual, Indie",This is the best Frog Detective game!
Galaxy Squad,Strategy,"So that was my 1st playthrough. Yes it was a short one, cause I didn't expect some things to happen without spoiling, it was the first planet i went for. I like that things happening on the way, very different events. I like the sound, it made me more into the game. its nice to travel and go for things sse what will be next. Maybe you find pirates, maybe your ship got hit. You never know. I don't have real -/- cause its made very clear, ingame also,  its still been working on. Ofc we want more, weapons, more armor, more more more ,I think the developer knows all that and it will come with time. If there would be something maybe could be that when you buy things in the shop, that would be nice to see your squad to compare if I need something. I recommend for me. For you I don't know. I just wanted something abit lighter for next to my heavy strategy thinking games. I think its relax to play. Yes my squad blown all up was relax. GG. Next playthrough"
Galaxy Squad,Strategy,"Like a nice simple mix of X-COM and FTL. Not perfectly balanced and a little easy, but fun combat and overall a very nice game for a very fair price. You go from star to star having random encounters (mostly combat) while an invincible fleet closes out the galaxy behind you. The combat is very X-COM, turn based with abilities and cover and hit chance, enemies generally don't start acting until you get in their sight radius. I found the hardest difficulty to be pretty easy, and I imagine turn based veterans will find it the same. Combat is very fun, with a fantastic variety of enemies and a good variety of victory conditions. The player unit classes and abilities are fun to use as well, although some class/ship abilities are so good they seem almost mandatory. There's some replay value from the branching story, and unlocking more gear, classes, game modes, etc. It probably took me 40 hours to finish all the story variants and try all the game modes. If you use a guide or rush you could definitely get there faster than that. If you want an enjoyable fast-playing X-COM clone with a galaxy progression similar to FTL, and you don't mind the fact that it may not be very challenging, then I completely recommend this game at full price. I had a great time with it."
Generation Zero® - Alpine Unrest,"Action, Adventure",Awesome
Generation Zero® - Alpine Unrest,"Action, Adventure","BOOOOOOOOOOOOOOOOOOOOOOOOoooooooooooring, as the main game, no good loot for kiling anything whaaaat is this game, i didnt get anything good the whole dlc"
Gloomhaven,"Adventure, RPG, Strategy",No no no
Gloomhaven,"Adventure, RPG, Strategy","This is one of the worst games I have ever played in my life. From a tutorial that is incredibly insulting, to a bad UI that puts an exclamation point ON THE ITEMS I JUST ♥♥♥♥♥♥♥ BOUGHT, to the SLOW AS BALLS gameplay, to the idiotic battle system. I don't understand how anyone can find this enjoyable unless they are a masochist. The entire battle system where you burn your abilities (Including basic attacks and movements) and then have this half card BS feels like it was designed just to be different. It suffers from a game built around a mechanic, rather than a mechanic built around the game. =============== ""HI!!!!!! DIS IS DAH SHIELD U JUST BOUGHT!!!!! U KNOW IN CASE U FORGOT WITHIN THE SPAN OF TWO SECONDS!!! I PUT AN EXLAMATION POINT ON IT THAT WUNT GO WAYZ TILL U MAKE IT LULZ!!!"" Seriously.....I died a little inside when I saw this....How dumb do you need to be to think this is a good idea? I can understand things I LOOT, but things I just bought??? That is like me buying a can of beans at the grocery store....and an employee immediately walking up to me and informing me I just bought a can of beans....then refusing to leave until I verify with them that it is, indeed, a can of beans......and this happens for everything I put in my cart... ================= <Sorceress collapses and dies> Player: ""Um, my sorc just randomly died?"" DM:""Yeah, she's dead."" Player: ""Why?"" DM: ""She ran out of abilities, so she is dead now."" Player: ""Wtf? She just collapses and dies?!?!"" DM: ""Yeah, she's dead now."" Player: ""But she had full health...."" DM: ""Not anymore."" Player: ""But, couldn't she just like.....rest or something?"" DM: ""No, everyone dies when they run out of cards. Your tank just died too, from exhaustion."" Player: ""But...he stood still half the fight and did nothing..."" DM: ""And now he's dead."" This was my first and last battle playing this game. I wish I knew if they came back after the battle was over...but I uninstalled before finding out."
Gloomhaven,"Adventure, RPG, Strategy","I enjoy the innovative gameplay.  One of the game's biggest gimmicks is that each card has a top and bottom action, and during each turn you'll play 2 cards from your hand BUT must use different parts of the cards (i.e. you can't use 2 top or 2 bottom options).  This creates a lot of tension as you'll often have to essentially burn a card for a sub-standard option if you want to use a key option on the other card.  Cards played aren't completely lost, for the most part, but you'll be paying a high price to bring them back from the discard pile, so you can't really rely on getting favorite cards right back in your hand."
Gloomhaven,"Adventure, RPG, Strategy",Gloomhaven is a huge game IRL. This port to computer is ... i mean ... There is love in this game ... No word...
Gloomhaven,"Adventure, RPG, Strategy","Hassle-free experience compared to the physical boardgame. Sure, there's been quite a few issues and bugs with various skills and combinations, not to mention the ~100 scenarios in the game that work really nicely as a campaign where you get to choose your path with your party. Yet the monthly (?) updates seem to turn the game better and better month after month. Playing the same campaign with the same group of friends and 69 hours later we have perhaps cleared 25-33% of the content on our campaign trip. Enjoyable experience and what's best - you can easily play another game on a second screen while waiting your turn and chatting with your friends. Vampire Survivors and Mainframe Defenders being good choices for that. :) The only real downside is that Gloomhaven is quite ...puzzleish generally, which you might not understand initially. I personally don't like it and would prefer more ...hack & slash-approach."
Growth,"Casual, Indie, Simulation, Strategy","Fun and chill strategy/puzzle game that is probably too easy if you're looking for a challenge. I really liked the atmosphere and theme and the way carefully choosing my approach allowed me to progress through the map. I'm not a frequent puzzle gamer and after my first try I was able to beat it consistently. If it's only challenge you're after this is not the game for you. But if you want a pleasant and relaxing puzzle to play for an hour or two here and there, this is a very nice option."
Growth,"Casual, Indie, Simulation, Strategy","I'm really enjoying this game with my only knock at this point being, even though it is a neat highscore chasing puzzle game, it doesn't appear to track my top local score."
Guild of Dungeoneering Ultimate Edition,"Indie, RPG",A fun minimalistic deckbuilder.
Guild of Dungeoneering Ultimate Edition,"Indie, RPG","A game with not much replayable ,cleared in 10 hours, hoping for new dlc release ,or kind of random dungeon mode"
Guild of Dungeoneering Ultimate Edition,"Indie, RPG","Lost a dungeon crawl to the ritual BS because I could not get any proper corridor tiles to path there. Lost it a second time because my dumb ♥♥♥♥ of a Ranger kept going after level 2s as a level 4 instead of the level 3 enemy I put on the objective tile (There were no lower lvl enemies showing up). An AI that prioritizes anything over the objective goal is one of the dumbest things I've seen in over 15 years of gaming. Whoever made that decision, or the idiot that designed the level 3 ritual dungeon where you lose in X turns needs to GTFO the industry. I sincerely hope you DIAF and don't breed before doing so."
Gun Devil,"Action, Adventure, Indie, Free To Play","From this day onward, I plan to base my entire personality around the Chad Gun Devil."
Gun Devil,"Action, Adventure, Indie, Free To Play",Guns
Gunfire Reborn,"Action, Adventure, Indie, RPG","Furry Shooter good in all seriousness BUY THIS GAME, it's the most fun roguelite i've ever played and it gets updated constantly so buy it if you have any interest, well worth the price"
Gunfire Reborn,"Action, Adventure, Indie, RPG","Very fun co-op FPS roguelike. Decent build options keep repeat runs enjoyable, combat is really fun, different areas have strong themes, boss fights are fun but could use more variety, different characters have very different playstyles, plenty of stuff to unlock. It's in early access but it could be released today and I wouldn't complain. Viable solo, lots of fun with friends. Fantastic value even at full price. Highly recommended if you're interested."
Gunfire Reborn,"Action, Adventure, Indie, RPG",not a furry...
Gunfire Reborn,"Action, Adventure, Indie, RPG","One of the only issues I can think of currently is that the English translation is sometimes a little confusing. Aside from that, great fun and never seems to get old.  I highly recommend playing it co-op with friends as it makes the game much more fun. Also, game continuously receives updates that improve the experience! Early Access score: 9/10"
Gunfire Reborn,"Action, Adventure, Indie, RPG","Roguelite, roguelike, Borderlands with coop-multiplayer. Fun for trying out various builds. Infinite difficulty levels; or well at least ...a lot via a ""Greater Rift""-mechanic of sorts."
Hand of Fate 2,"Action, Indie, RPG",For some god forsaken reason they decided to keep the idiotic card shuffle mechanic in game.  I'll take the dice rolling any day over this stupidity.
Hand of Fate 2,"Action, Indie, RPG","The engaging mix of interesting choose your own adventures and deck building return in this sequel, and added to it are an overarching story and a new combat system.  The new combat system was difficult for me to get the feel of at first.  it's much harder to block in this game than in the first one because if you have pressed attack before you pressed defend, your defend will not override it.  Essentially, you must wait until your attack animation is completed before you press your next button. I think it's good that it's different, because there was only ever skill required in the boss fights in the original game.  But it does have the effect of making the combat seem slow. I am surprised at how much I like this series.  The generic fantasy setting wouldn't appeal to me at all from a distance but once I'm actually playing it reminds me more of Lone Wolf or Conan than it does of Lord of the Rings, which is something to be thankful for, and often there is some inspiration in the creature designs.  My favorite has to be the mages from the first game with their spellbooks open and mounted to their armor.  Also, unlocking cards is so fun.  It lets you progress even when you fail the overall mission.  And that allows the game to be more difficult but not to frustrate the player."
Hard West,"Adventure, Indie, RPG, Strategy",Real deal
Hard West,"Adventure, Indie, RPG, Strategy","Goofy as all get out, probably offensive to many.  So I cannot recommend it. And yet, it really is a good tactical game, and there are a lot of cool story ideas in there."
Hard West,"Adventure, Indie, RPG, Strategy","Very interesting game: nice graphic and excellent atmosphere and story... However their customer assistance is the incredibly good: I had a problem of frequent crashes to desktop that made the game unplayable. I contacted the customer service without any hope but instead they answered very quickly and very politely, reading my email and framing immediately the problem: they answered me to insert a couple of lines in a .conf file in /etc (I am on linux) and... it worked! And apparently this trick solved another problem of crash to desktop in another game: the old “Empire: Total War”!"
Hedon Bloodrite,"Action, Adventure, Indie, RPG","Instructions unclear, applied directly to the foreskin"
Hedon Bloodrite,"Action, Adventure, Indie, RPG",ah heck i hate key hunting
Hyperdimension Neptunia U: Action Unleashed,"Action, RPG","Embora tenha outros jogos da franquia Nep Nep em minha conta, Action Unleashed é o primeiro que joguei por se distanciar do combate por turnos da série RPG e se aproximar de um universo ""Musou"", e não me arrependo nem um pouco disso... Exceto pela cara de reprovação da minha família ao ver garotinhas que podemos classificar como Waifus serem desprovidas de suas roupas em meio a uma dura batalha travada contra girassóis bonitinhos e Mechas que fariam inveja a todos da série Gundam. Se eu olhar toda essa situação pelo ângulo de minha família, eu consigo imaginar como é difícil imaginar um homem de 22 anos se divertir com tanta coisa ""infantil"", mas eles não sabem que o mais difícil é conseguir conter as ereções e a vontade fulminante de fapar quando a Vert está semi nua em sua frente. Provavelmente vou ser considerado um fracassado minha vida toda, mas que se dane, pois a Vert-sama está ao meu lado! Ah, e o jogo tem uma trilha sonora muito boa, com um destaque especial pra música e animação de abertura, que passa uma energia incrível."
Hyperdimension Neptunia U: Action Unleashed,"Action, RPG","I fly like paper, get high like planes If you catch me at the border I got visas in my name If you come around here, I make 'em all day I get one done in a second if you wait I fly like paper, get high like planes If you catch me at the border I got visas in my name If you come around here, I make 'em all day I get one done in a second if you wait Sometimes I think sitting on trains Every stop I get to I'm clocking that game Everyone's a winner, we're making our fame Bona fide hustler making my name Sometimes I think sitting on trains Every stop I get to I'm clocking that game Everyone's a winner, we're making our fame Bona fide hustler making my name"
Juicy Realm,"Action, Adventure, Casual, Indie, RPG","A fun twin stick shooter with a great sense of humor and huge diversity of characters to play, enemies to defeat, and weapons to blast!"
Juicy Realm,"Action, Adventure, Casual, Indie, RPG","Beat this one first try, clearly the focus was Mobiles and the PC version is just too easy. It's a good game, lots of variety, interesting weapons, charming art style and has funky music. Maybe I return in the future for a few more runs on hard."
Kingdom Rush Origins - Tower Defense,"Indie, Strategy",Good game.
Kingdom Rush Origins - Tower Defense,"Indie, Strategy","It's the best TD type game in the market. Played on mobile as well, love its style."
Knock on the Coffin Lid,"Adventure, Indie, RPG, Strategy","This game is extremely random, be warned."
Knock on the Coffin Lid,"Adventure, Indie, RPG, Strategy",A fun take on Slay the Spire like gameplay with excellent animation.
Knock on the Coffin Lid,"Adventure, Indie, RPG, Strategy","Save your money. I don't regret uninstalling. Bjorn is such a stupid ♥♥♥♥♥♥♥ character. It is so ♥♥♥♥♥♥♥♥ easy to brick your game with the ♥♥♥♥♥♥♥♥♥ designs that went into it. There is no excuse for such unfun nonsense, I've gotten into at least 10 battles that do not end, can't be beat, or are just a slow million turn battle to win that its insane anyone in the dev team thought this ♥♥♥♥♥♥♥♥♥ was a good idea. The developers should absolutely be ashamed of themselves for such garbage. The sad part is that even with the player base telling them how bad the character is designed, the ♥♥♥♥♥♥♥ decided to sniff their own farts and put out a post telling us ""No lolz, he really isn't bad! Here is some ♥♥♥♥♥♥♥♥ of how to play him!"" When you have to make a community/news post explaining why your characyter isn't complete trash....you've lost the ♥♥♥♥♥♥♥ plot so hard you're in another book. To top it off, the end boss battle? Gives you a 20 turn timer....for no ♥♥♥♥♥♥♥ reason - nothing explained at all. The game just turns into a complete mess of frustration and aggravation when you get to Bjorn."
Krunker,"Action, Casual",Not good
Krunker,"Action, Casual",This game is really bad. I played 2 games and I got 2 different hackers in each of the games. Also it's just not fun with little Fortnite kids trying to trick shot you for their What's Poppin' montage.
LEGO® City Undercover,Action,Very good lego game 12/10
LEGO® City Undercover,Action,"The horrors are never-ending, yet this game remains. SILLY."
LEGO® City Undercover,Action,Thumb up
LEWDAPOCALYPSE Hentai Evil,"Action, Adventure, Casual, Indie",best game since RE2 Remake
LEWDAPOCALYPSE Hentai Evil,"Action, Adventure, Casual, Indie","I was ""Gifted"" this game only to be forced to stream it to both of my friends while they were obviously really getting into it more than i was. The fishes are pretty hot though.."
LEWDAPOCALYPSE Hentai Evil,"Action, Adventure, Casual, Indie",Better than RE 3 Remake
Late Shift,"Adventure, Indie","After one black screen lock up and 3 crashes in under an hour, all I can say is buyer beware."
Late Shift,"Adventure, Indie",If you like thrillers with a good amount of suspense and twists and on top ever asked yourself what you would have done different after watching a good movie this is definetly a must buy. Story is great and definitly comparable to top class movies and the decision making gives it a awesome fresh touch.
Life is Strange - Episode 1,"Action, Adventure",the voice acting: emotional the facial expressions: -_-
Life is Strange - Episode 1,"Action, Adventure",Oyun BOK GİBİİİİİİİİİİİİİİ
Life is Strange - Episode 1,"Action, Adventure","The good: good storytelling, unique concept, nice soundtrack, makes you think about choices and the effect they have in real life. The bad: overly dramatic voice acting (especially from the lead character), hours of weepy teenage melodrama, some sections go on too long, the little choices don't matter, feels too cinematic for too long at times with many minutes of not interacting with the game at all. Overall Life is Strange is a good, if overrated, game. It has glaring faults, especially in the final episode, and I didn't quite get the emotional kick from it many others did. I found the characters incredibly whiney at times and the voice acting on the lead character to be overly emotional on everything. *In a shaky whispery voice choking up* ""yes... I'm, I'm going to take a high fibre dump now... then eat.. ba ba bacon and eggs"". I played the episodes all at once in a row, maybe this wouldn't have come across so annoying if I had played it as it was released originally. Some parts had me going, ""okay, I get it, it's all very weepy and sad, call a whambulance, can I play the game again now please?"" I give the game 6/10. Worth playing for the storytelling and interesting concept, but definitely has its flaws."
Life is Strange - Episode 1,"Action, Adventure",boring
Life is Strange - Episode 1,"Action, Adventure",perfec game
Life is Strange - Episode 1,"Action, Adventure","Dear god, talk about First World Problems the video game. This game has an interesting premise but so far, for me anyway, an 18 year old male who's finished high school, the execution so far leaves alot to be desired. I hadn't heard of this game until it came out, and I watched the trailers and thought  ""Hey, this looks kind of cool, it's like Brick mixed with Donnie Darko with a female protagonist"". It's more like Juno mixed with Donnie Darko at this point. Except without the pregnant main character. Essentially, you play as a female photography student in her late teens who discovers she has the abillity to reverse time. There are good characters in this game, and there are characters that appear to have some personality and actual problems, but so far the ""le wrong generation"" time traveling hipster you play as isn't one of them. Maybe that's the point and I just don't get this game. There hasn't been much plot so far, just alot of foreshadowing and character development. It's obvious that there is something not quite right going on here but we aren't told too much. That's not the problem. There's nothing wrong in having your plot take awhile to unravel. Introducing  your characters and your world through normal interraction and conversation (Well, normal considering you can find out what someone wants to hear and go back in time and tell them that), but it's not fun when every character has some kind of issue that's instantly apparent. There's the girl whos nudes have appeared online and shes bullied for it, the girl whos pregnant, the girl whos boyfriend is cheating on her, the girl whos step dad hits her. As said above, these people do have real issues. I'm not saying these people should just suck it up. What I'm saying is the writers shouldn't make every character you meet so miserable. Like I said, maybe this is because I'm an 18 year old male who doesn't go on tumblr and doesn't dress like someone from the 90s and I just don't ""get"" this game. But so far, to me anyway, it's a lot of wasted potentional. That said, there's still four more episodes to go, and I plan to play every one. Maybe it will get better. I'm hoping it does, because it's premise does still have me intrigued. [EDIT] I couldn't bring myself to play anymore of this game so I watched the rest of it on YouTube. It doesn't get better. At one point, your ""friend"" Chloe, probably the most irredeemable character in gaming history, murders a man and his dog in cold blood because she didn't want to pay him money that she owed him. It just keeps getting worse from there. Don't make my mistake, don't buy this ♥♥♥♥ game."
Life is Strange - Episode 1,"Action, Adventure","One of the best, most emotionally poignant ""Telltale-like"" story games I've played in years. 9/10, the only thing bringing down the score are some gamey sections in the later episodes."
Life is Strange - Episode 1,"Action, Adventure","Necessary procedure to play this game 1) Prepare a box of tissues 2) Wipe your tears and get mind-blown 3) Stare at an empty side of your room,thinking you had underestimate the game 4) Make a wish you could turn back time like Max to re-experience this game in blank slate 5) post a hella review for the mosh pit, shaka-brah. And oh yeah,go-tassium and go ape!"
Life is Strange - Episode 1,"Action, Adventure","One of the most amazing, emotionally moving and well written adventure games I've ever played. I can only wish it was even longer and had more and more details... The soundtracks are also amazing."
Life is Strange - Episode 1,"Action, Adventure",Was it worth it to let all people die to save my bff? Hella yes.
Life is Strange 2,Adventure,"Eghhh what the hell was this now, full of anti-Trump references and ""evil white people"" BS. What a waste of money. I was hoping to enjoy it like the first game instead I got myself a bunch of ""woke"" propaganda."
Life is Strange 2,Adventure,perfect game
Life is Strange 2,Adventure,"I feel empty. Traumatized. I'm completely different now. I played the whole series, now I don't know what to do with my life. I feel completely useless. It was a great time. But this game put it to another level. I never felt anything like this in a game. Thanks for this lifelesson game"
