Game,cleaned_Reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2,cluster
Juicy Realm,beat one first try clearly focus mobile pc version easy good game lot variety interesting weapon charming art style funky music maybe I return future run hard,27,158,-0.0043933233,17.405863,5.8947654,11
Kingdom Rush Origins - Tower Defense,good game,2,9,-0.06269227,17.468815,2.5010676,3
Kingdom Rush Origins - Tower Defense,good td type game market play mobile well love style,10,52,-0.069396526,18.188145,4.1702423,7
Knock on the Coffin Lid,game extremely random warn,4,26,0.066520624,17.745768,3.8071916,-1
Knock on the Coffin Lid,fun take slay spire like gameplay excellent animation,8,53,-0.038219027,17.007193,5.652539,11
Knock on the Coffin Lid,save money I regret uninstalle bjorn stupid character easy brick game design go excuse unfun nonsense I get least battle end beat slow million turn battle win insane anyone dev team think good idea developer absolutely ashamed garbage sad part even player base tell bad character design decide sniff fart put post tell lolz really bad play make communitynew post explain characyter complete trashyouve lose plot hard another book top end boss battle give turn timerfor reason nothing explain game turn complete mess frustration aggravation get bjorn,87,549,0.018959608,19.14245,7.4113317,14
Krunker,good,1,4,-0.07652353,16.301058,1.1865418,-1
Krunker,game really bad I play game I get different hacker game also fun little fortnite kid try trick shot poppin montage,21,114,-0.03773542,19.210318,5.305415,19
LEGO® City Undercover,good lego game,3,14,-0.08859045,17.723156,2.5220122,3
LEGO® City Undercover,horror neverende yet game remain silly,6,38,0.02521062,17.726038,4.9005604,19
LEGO® City Undercover,thumb,1,5,-0.006258357,16.231554,2.6743338,2
LEWDAPOCALYPSE Hentai Evil,good game since regard remake,5,29,-0.06972108,17.616428,4.3366966,16
LEWDAPOCALYPSE Hentai Evil,I gift game force stream friend obviously really get I fish pretty hot though,14,77,-0.106477626,17.375668,7.6094,5
LEWDAPOCALYPSE Hentai Evil,well regard remake,3,18,-0.07723006,17.454702,4.2069435,16
Late Shift,one black screen lock crash hour I say buyer beware,10,51,-0.065679595,20.31424,5.9740815,17
Late Shift,like thriller good amount suspense twist top ever ask would different watch good movie definetly must buy story great definitly comparable top class movie decision making give awesome fresh touch,30,195,-0.08655538,18.110497,5.0930943,19
Life is Strange - Episode 1,voice act emotional facial expression,5,37,-0.09186007,19.259075,6.873167,11
Life is Strange - Episode 1,oyun bok gibiiiiiiiiiiiiii,3,26,-0.09759104,16.609318,3.0679142,-1
Life is Strange - Episode 1,good good storytelle unique concept nice soundtrack make think choice effect real life bad overly dramatic voice act especially lead character hour weepy teenage melodrama section go long little choice matter feel cinematic long time many minute interact game overall life strange good overrate game glare fault especially final episode I quite get emotional kick many I find character incredibly whiney time voice act lead character overly emotional everything shaky whispery voice choke yes I I go take high fibre dump eat ba ba bacon egg I play episode row maybe would come across annoying I play release originally part I go okay I get weepy sad call whambulance I play game please I give game worth play storytelling interesting concept definitely flaw,123,757,0.00038957485,18.673546,7.0956306,14
Life is Strange - Episode 1,bore,1,4,0.0017148273,16.529886,2.2600563,3
Life is Strange - Episode 1,perfec game,2,11,-0.07272234,17.632769,2.5330188,3
Life is Strange - Episode 1,dear god talk first world problem video game game interesting premise far I anyway year old male finish high school execution far leave alot desire I hear game come I watch trailer think hey look kind cool like brick mix donnie darko female protagonist like juno mix donnie darko point except without pregnant main character essentially play female photography student late teen discover abillity reverse time good character game character appear personality actual problem far le wrong generation time travel hipster play one maybe point I get game much plot far alot foreshadowing character development obvious something quite right go tell much problem nothing wrong plot take awhile unravel introduce character world normal interraction conversation well normal consider find someone want hear go back time tell fun every character kind issue instantly apparent girl nude appear online bully girl pregnant girl boyfriend cheat girl step dad hit say people real issue I say people suck I say writer make every character meet miserable like I say maybe I year old male go tumblr dress like someone I get game far I anyway lot waste potentional say still four episode go I plan play every one maybe get well I hope premise still I intrigue edit I could bring play anymore game I watch rest youtube get well one point friend chloe probably irredeemable character game history murder man dog cold blood want pay money owe keep get bad make mistake buy game,242,1455,-0.017558537,18.859203,7.9320645,9
Life is Strange - Episode 1,one well emotionally poignant telltalelike story game I play year thing bring score gamey section later episode,17,111,0.013250622,17.722748,5.336797,17
Life is Strange - Episode 1,necessary procedure play game prepare box tissue wipe tear get mindblown stare empty side roomthinke underestimate game make wish could turn back time like max reexperience game blank slate post hella review mosh pit shakabrah oh yeahgotassium go ape,39,250,0.026343534,18.04008,7.091466,13
Life is Strange - Episode 1,one amazing emotionally move well write adventure game I ever play I wish even long detail soundtrack also amazing,19,114,-0.061933327,17.903994,5.2684436,17
Life is Strange - Episode 1,worth let people die save bff hella yes,8,39,-0.021766761,19.026411,4.348325,7
Life is Strange 2,eghhh hell full antitrump reference evil white people bs waste money I hope enjoy like first game instead I get bunch woke propaganda,23,133,-0.019517072,18.362186,5.439036,17
Life is Strange 2,I feel empty traumatize I completely different I play whole series I know life I feel completely useless great time game put another level I never feel anything like game thank lifelesson game,33,192,0.018259212,18.651247,7.7106295,9
Life is Strange 2,warn spoiler even though I love first two life strange game game definitely I I hard time finish I procrastinate long time like year first I think I mindset third chapter I realize game problem writing really bad remotely interesting character really shallow really one side little brother really annoying repulsive feel like chore talk time also side character much bad game constantly force certain people racist narrative literally every single chapter racist rightwing antagonist stereotype religious people even church burn multiple hillbilly cop border vigilante wall except third chapter playable chapter I leftwe character extreme annoying part last chapter guy say leave kid wife come gay man blame family okay gay marry woman without even attract hear make multiple child lie weirdly expect people okay marry someone without even remotely attach person start family say good I leave family start relationship man hippie lifestyle comment brave plus weird commentary real patriot pride flag american flag good guy game sound like unfortunately another example journalist rich parent live road part family fortune since cynical people research nudist people sadly even try create decent character story bring main point story criminal activity white go jail even one ending support idea make absolutely sense evidence charge ending next one make sense choice really bad game matter impact story since every chapter different forgettable character still game give option like steal normalize mother leave two child one baby bored force make run away cop reason I feel hate I play game racism minority group hate another group people lastly I know developer audacity lecture people openly kind write especially french make game racism usa sell worldwide talk hypocritical look people people play game lecture play nice time game aim certainly,287,1848,0.0035636416,18.773958,7.792049,9
Life is Strange 2,yes half life really good soundtrack gameplay also I love story two brother journey,14,83,-0.06500267,18.086702,5.359844,17
Luck be a Landlord,good goofy fun whine lack meta stat trackingbut long issue I beat first floor,14,77,-0.013925562,17.229414,6.804659,13
Luck be a Landlord,I like slot machine I really enjoy game like deckbuilder pull card per turn fun fast pace clever,18,96,-0.04033403,16.979313,7.99956,4
Luck be a Landlord,borderline review game fun interesting concept bit repetitive buggy overprice hopefully game get improve change thumb stand sheer number crash I issue say wait sale polished buy edit game potential I hope make interesting well synergy choice pretty formulaic moment high difficulty level get lucky early drop symbol item work together look forward see game wait edit okay I change negative positive due major bug fix recently crop still advise people either way go sale try demo really like get,80,494,-0.074872196,19.437807,6.7154374,11
Luck be a Landlord,essentially perfect game meaningless fluff gameplay oh boy gameplay keep give,11,77,0.00069908204,18.507317,6.3869696,11
METAL GEAR SOLID V: GROUND ZEROES,play demos long,3,15,0.033247408,19.65669,4.793469,16
METAL GEAR SOLID V: GROUND ZEROES,game piece,2,10,-0.04041638,17.767672,2.2524579,3
METAL GEAR SOLID V: GROUND ZEROES,hard recommend interested main game phantom pain probably play first really something package main game prologue chapter game campaign minute long without cutscene side mission come hour minute total gameplay smooth I keep replay many time differently could stuff I discover,41,274,-0.03784095,18.135277,6.3668213,11
METAL GEAR SOLID V: GROUND ZEROES,fun sell one mission mgs v whole game scam,9,42,-0.08614646,19.83761,4.4098315,7
METAL GEAR SOLID V: GROUND ZEROES,metal gear solid ground first metal gear game pc I play old game ps like old game game still masterpiece though game short main storyline game consist one mission try side mission also good sequel game metal gear solid phantom pain I surely go try thank hideo kojima bring masterpiece game,51,289,-0.05138263,18.082329,5.5843663,17
METAL GEAR SOLID V: GROUND ZEROES,steam say I buy game times kewl,7,31,-0.06618343,19.727787,4.452886,7
METAL GEAR SOLID V: GROUND ZEROES,game tech demo big game mgsv,6,28,-0.09528447,19.66428,4.760233,16
METAL GEAR SOLID V: GROUND ZEROES,short fun,2,9,0.03452033,17.28132,1.9097232,-1
METAL GEAR SOLID V: GROUND ZEROES,good addon mgs v give backstory prestigious character big boss,10,62,-0.16928604,16.97251,5.668015,11
Manhunt,one favorite rockstar game one definitely worth play far problem one may experience try run modern pc fix easily find online apply time,23,135,-0.040032372,20.15011,5.723113,19
Manhunt,break,1,5,-0.059872814,17.3704,2.2763772,3
Manhunt,pc port mess even get past tutorial without download file change file whatever skip one worth hassle,17,100,0.004860403,20.1307,5.5900707,19
Manhunt,among,1,5,0.007944519,16.406792,1.7802199,1
Manhunt,dream,1,5,0.01884569,16.641304,2.0985103,3
Max Payne 2: The Fall of Max Payne,I love,2,6,-0.09730618,16.863544,1.4660953,0
Max Payne 2: The Fall of Max Payne,old classic,2,11,-0.0063008904,17.886322,4.04357,7
Max Payne 2: The Fall of Max Payne,max depressed horny laugh ass literally I,7,41,0.054577064,17.325869,1.7194316,1
Max Payne 2: The Fall of Max Payne,somehow game good graphic good gameplay entire ps catalogue,9,59,-0.0051266956,18.561916,5.4154363,17
Max Payne 2: The Fall of Max Payne,play first time I I see steam think twice add library enjoy every bit game story,16,80,0.055327594,18.801344,4.9803386,-1
Max Payne 2: The Fall of Max Payne,play max payne back back really show huge step first second game everything improve graphic gameplay story voice act gameplay thing I like first one exceptionally well overall product feel much polished first playthrough I enjoy much bonus install rd party patch get game run without problem new system I would recommend anybody interested rd person shooter good story,59,368,-0.0571134,18.569735,5.83876,12
Max Payne 2: The Fall of Max Payne,amazing sequel good first game story continue first one leave game,11,66,-0.005566765,17.494038,4.903456,19
Max Payne 2: The Fall of Max Payne,well first way run pretty well story good modding scene huge need mod enable widescreen resolution run fine modern amdnividia system apparently fix sound issue I experience check steam guide grab rockstar rush remedy release break half game delist original like I totally regret buy gta trilogy remastere,48,304,0.00036186227,19.458166,6.0463996,-1
Max Payne 2: The Fall of Max Payne,good underrated,2,15,-0.11556716,16.737173,1.5434086,-1
Max Payne 2: The Fall of Max Payne,press fuck simulator,3,20,0.016014948,20.209658,6.161401,17
Medal of Honor™,first singleplayer game I ever play pro great campaing inspire true event operation anaconda great realistic gun playing sound likeable character great atmosphere con small bug game crashing,28,190,0.0233939,18.503073,5.280057,-1
Medal of Honor™,medal honor one fascinating game one good first person shoot game really good sad storyline case I really love game one good game electronic art,25,144,-0.061555807,17.56781,5.3293486,17
Medal of Honor™,try play thing campaign besides generic keep crash air strike part thank god within refund window,16,97,-0.04433383,20.31216,5.84114,-1
Need for Speed™ Rivals,I feel need need drive around town driving game arcade style get choose different objective complete race suit style complete objective unlock next race keep pick objective race get point buy car choose cop cop get additional helpful item benefit race booster spike strip I put brownish colour tint game seem time go less noticable look well well car I unlock serious lack colour originally eyesore car model stun car handle lot feeling rail use modern need speed title feel like stick road like glue mainly fact road tend go one way get weird feeling stick highway never area stop crossroad alley traffic light place turn street connect whole map essentially one big loop addition camera I think flexible new racing game car handling feel arcade like car feel heavy take getting use I complete really enjoy thoroughly mainly handling improve drastically car get drive later major negative point pause game also keyboard default control strange bad refresh rate stick frame per second feel borderline unplayable fix command line work I steam command line I add origin command line work everything feel much well I could finally enjoy game,189,1138,-0.020965725,18.3289,7.995764,5
Need for Speed™ Rivals,I need speed,3,12,-0.0048914957,16.799747,3.3767204,6
OUTRIDERS,nope expensive full bug crash constantly hand game linear map linear definitely open world story uninteresting single player impossible force play forget free roam,24,163,0.056181863,17.572939,6.5982504,14
OUTRIDERS,lose connection server expedition super hard time even insane uninstalle I recommend game I come back weaken expedition I fix yr server well month still content update laugh ass,29,177,0.016762225,20.192438,5.4996166,18
OUTRIDERS,buggy unoptimize even deal happen one lucky one encounter issue lot fun greatsatisfye gore fun gear war like game play decent graphic charactersstory dark roughtough look vibe old gow trilogy story character definitely worth check fan gow rd person shooter though I highly suggest play coop difficulty scale character probably easy make much fun con I personally ofcourse bugsoptimization sometimes game play get little repetitive finally I feel like get way much loot final con especially annoying play high difficulty scale almost constantly get well gear really take away excitement get find really good loot I feel like I always switch weapon armor I almost constantly get something well score,110,697,0.005106768,17.022427,6.558654,14
OUTRIDERS,looter shooter without live service bs scratch mindless lootgoblin itch without expose I pleaseplaymeforever trap liveservice game I like offer unfortunately I help imagine whatif game launch well promise dlcs deliver bug fix balance tweak publisher make right developer game could much well,43,291,-0.08936628,19.526567,4.9791203,15
Operation: Tango,bit short lot high pace fun,6,27,0.021718387,16.987593,3.4857664,-1
Operation: Tango,one funniest coop game I play great fun mate would recommend anyone pick game price right due shortness length game take hour depend good,24,137,-0.044502504,17.267357,5.359491,17
Ortus Regni,I absolutely love thematic strategic unique easy learn variety strategy I think I go go buy physical version,18,108,0.007004312,17.109488,6.3866487,14
Ortus Regni,enjoyable full strategy excellent game,5,38,-0.025947366,17.840837,3.1119077,-1
Ortus Regni,game damn brilliant like board game need download I serious please download,12,75,-0.043955926,19.438202,5.0115066,-1
Ortus Regni,live card game ckii ortus regni interesting card gameit also free play play win element,15,87,-0.08424008,17.532726,7.277599,9
Outer Wilds,I game,2,6,-0.036295775,17.562777,2.3070784,3
Outer Wilds,brilliantly design charming think provoke take interesting part subnautica combine interstellar throw bunch alien like less know go well I go stop simply recommend,24,163,-0.037551876,17.549002,6.118183,11
Outer Wilds,wow game really need average intelligence figure game without hint dev team must really really smart figure put together game great job cartoony character throw I think young person game take lot mature logic figure go I tell dev team really enjoy space physics rely heavily upon take I awhile bond game hour ok first I keep going base outstanding review enjoyable enough get point hook I definitely frustrating moment game usually I would definitely recommend ride read game give great feel experience change life I definitely enjoy ride fun,90,542,-0.0023099289,18.054865,6.316536,11
Outer Wilds,amazing pretty unique game basically progression normal sense learn universe work engaging premise well design incredible thing exploration nonlinear narrative primary complaint get bit repetitive andor frustrating time stuff barely miss something wait minute also solution game bit underwhelming compare could plus I kind wish one two planet andor environment explore well besides small issue game incredible bit expensive full price I might suggest wait go sale like less stand I really love highly recommend love exploration game experimental game expansion game become complete flesh expansion,86,597,-0.0024314765,17.815485,5.9733243,11
Outlast 2,I feel annoyed play game I search item I search school search toilet progress lot enemy routine make standard stealth game time time setting first game great lot simular house forest pro run well game look great interesting story okay linearity I would like easy routing con tedious lot fool around enemy notat cool outlast search fetchquest,57,341,0.0043707243,18.543577,7.1302,14
Outlast 2,I really like character set unique horror game however get scary weird first hour even scary weird last hour everything dull walking anything story go long,26,155,-0.051275477,17.66579,5.227359,17
Outlast 2,talk outlast damn awesome first game scare I go bathroom night laugh loud anyways yeah everyone run game pc give try worth already play outlast definitely game really big compare outlast also really good thing l understand game even complete game l even get single achievement bad point although gameplay storyline mindset game superb check,55,340,0.010417126,18.019234,5.659098,-1
Outlast 2,pretty good game good st outlast still really fun scare jump scare I really mind compare outlast way,18,100,-0.05019105,17.354782,5.188243,17
Outlast 2,hand good horror experience I long time I surprised little attention game get story gameplay music graphic fantastic also game hold back mature content truly aim succeed make truebrutal horror experience I recommend game horror fan,36,231,0.0005961609,17.932428,5.353379,17
Outlast 2,outlast well,2,12,-0.06686005,16.86139,2.9270968,-1
Outlast 2,decent game improve gameplay feature upon first especially graphical improvement story though really confusing pay attention school flashback speak really ruin flow gameplay lot amount hit kill enemy especially annoying respawn put right next say enemy matter die finally escape blake voice actor decent although constant swearing seem need see something scary take away player reaction final scene though great blake try cope fact wife die go completely insane leave alone child overall decent game innovation welcome flow gameplay story need improve upcoming game,84,565,0.02168576,18.779703,7.04598,14
Path of Exile,good diablo successor though sometimes damn unforgive,7,53,-0.08268031,15.787456,4.0040183,15
Path of Exile,fp stand funtoplay,3,18,0.006357902,16.922934,5.9321804,11
Path of Exile,path exile excellent fastpaced diablolike lot customization incredibly deep skill tree fun skill skill combo totally soloable easy pick serious depth I keep come back,25,166,-0.054252796,16.49358,6.947961,-1
Path of Exile,good arpg market,3,16,-0.08252745,18.578802,4.1970024,7
Path of Exile,dieses spiel macht schnell schtig also vorsticht habe damit vor gut stunden angefangen und denke nicht das ich schnell wieder damit aufhre warum muss ich hi glaube ich nicht erklren denn es gibt zu genge review die das bereit sehr gut tun jedoch anzumerken ist das spiel ist freeplay dieser begriff wird den meisten eher misstrauen auslosen da es der vergangenheit genung spiele gab die durch diesis modell item etc fr echtgeld verkauft haben die zb das balance dieser spiele immen verschlechtert haben poe merkt man diesis freeplaymodell jedoch gar nicht und man knnte es ohne probleme auch fr einen vollpreistitel halten den meisten fpspielen kommt man irgendwann zu dem punkt dem man ohne echtgeld auszugeben einfach nicht mehr weiter kommen kann poe wird das jedoch nicht schnell wenn nicht gar nicht passieren,133,814,-0.13851109,18.03645,7.151467,13
Path of Exile,much well diablo,3,16,-0.047816068,15.750732,3.8979945,16
Path of Exile,definite successor diablo almost everything set item miss,8,57,-0.045920998,15.633186,4.099177,-1
Path of Exile,roll link edit I get one like hrs easy,9,38,-0.13022755,17.049238,7.2909765,5
Path of Exile,I keep come back one probably game type I really enjoy I explain,13,64,-0.01687641,18.209208,7.473726,8
Path of Exile,I want diablo,3,13,-0.10571046,15.680312,3.9653106,15
Pentiment,really unique game I art look great I enjoy please make mistake repeat act try get good also game time conversation look something dynamic fun I,26,144,-0.087303974,17.855974,6.777959,14
Pentiment,james joyce video game,4,22,-0.0143803395,17.229033,4.6617775,-1
Pentiment,yes beautiful unique start great murder mystery without resolution think matter spend hour try figure I could stop point beacause dealbreaker I let go horrible pacing story drop one point never pick tempo many filler I understand help worldbuilding hour gossip miller wife I need another hour gossip fisherman wife whatever mindnumbingly boring act point change tone authentic historical let preach modern day politic illusion choice really linear proper save system everything timeconstraint may like I mind,77,508,-0.04829322,18.461166,7.535008,8
Police Stories,decent game I enjoyed play coop big complaint game fact enemy often lighten quick reflex shootkill soon see always happen annoying recommend pick sale worth full price opinion,28,175,-0.04680222,18.58205,4.8841977,-1
Police Stories,really fun topdown tactical game work well coop via remote play together take hour beat easy start really hard get lot easy couple mission unlocked gear probably could step difficulty still enjoy easy enemy aim near perfect gun scatter give almost time react really force tactical use gear feel satisfying get level without make mistake story kinda meh gameplay need workshop support try lot mission might provide extra play time player fun time one recommend interested ok length,78,480,-0.050615992,16.768393,6.1599803,-1
Police Stories,short nostalgic game retro graphic playstyle graphic pretty cute animation coherent even though music bit limited good compatible noir action movie style understand style game story nonoriginal atmospheric reason expect nothing bad main part game shine playstyle even though bit limited weird beginning unlock equipment gameplay get well able play without kill anyone however without equipment way peaceful playthrough like real life I guess equipment pretty useless think length story mode decent variety equipment I prefer mostly singleplayer I look coop one mission I say I problem however I see real reason play game another person I feel like would make hard get mission ai serve well additional equipment pack last update design level play people level I I appreciate,120,773,-0.0075744153,18.254007,6.1482277,11
Police Stories,get good get bit far actually get gear really silly start make play mission get good enough score,18,97,-0.020350616,16.504826,6.3752036,14
RIOT: Civil Unrest,good vision generate hype actual execution kinda suck,8,53,-4.8351474e-05,18.607754,4.6610494,15
RIOT: Civil Unrest,aside make lot noise gingerly guide pixel people toward side nothing seem impact I hard time see game,18,101,0.020028591,19.380714,6.5518413,11
Ravenfield,funny game,2,10,-0.03335265,17.66841,2.429296,3
Ravenfield,battlefield well dice,3,21,-0.04106179,19.340437,5.030806,-1
Ravenfield,jep,1,3,-0.076928444,16.514175,2.500382,-1
Ravenfield,nice,1,4,-0.05686169,16.318092,1.3847415,0
Ready or Not,game freeze couple min mission remain unplayable month hog system memory devs release fix wanna test without new downloadable content release also supporter play alpha I support I pay game wish I could unsupport get money back,37,226,0.007360549,20.125864,5.3950405,18
Ready or Not,isis attack,2,11,0.05269186,16.053595,3.321588,-1
Ready or Not,good game realistic devs claim swat present realistic scenario guy fight would like dude ready routinely catch wall wall fire fight angle like guy usually security guard armed criminal security guard would probably fight police main complaint great game come total cop porn depict swat team gunho action hero instead reality job entail close rainbow six original swat really bad thing I feel like take something away experience get pick entry point police sniper I say amount hostile far beyond anything swat team would call put ready also ask question swat proper police procedure example many arrest animation perform nonsuspect hostage might consider police brutality slap person shove ground exactly good way treat someone take hostage would fine game never use make statement present accepted procedure swat nuanced sort thing way developer seem I mean ban people forum make joke atf people mention george floyd even jest reek insecurity unquestione obedience authority however I think game shine atmosphere gritty environment enemy seriously bad people usual gang banger bank robber terrorist raid sex slave ring child trafficker crackhouse complete ode baby seriously nasty stuff border horror incredibly violent another plus least one level suspect blow head rather take nightclub shooting fill gory body mansion raid incredibly confront scene involve child murder definitely game faint heart sense I think depict nature inhumanity human often display,223,1459,0.0012139102,18.84805,8.166621,5
Ready or Not,nevermind back,2,14,-0.047107086,15.865901,1.2464106,0
Ready or Not,honestly one good modern game I ever play especially friend coop fun tactical game play fantastic level design gritty realistic certainly shy away dark uncomfortable subject matter unlike modern video game rare I I comb every inch map I play order glean much information I fantastic environmental storytelling every map tell little interesting dark story incident occur seedy crime ridden city know los suenos anything read sound appeal favor buy game trust I worth every cent score,77,482,0.07304353,17.96537,6.2370076,11
Ready or Not,unique sim like experience great play friend even early access,10,62,-0.09779362,18.093975,5.831181,10
Ready or Not,bing chill,2,10,0.012177719,17.103018,1.3941524,0
Ready or Not,reason I always shoot child fragile target,7,42,0.029734949,16.287981,4.5612664,19
Ready or Not,one good game I play recent year spiritual successor swat take element rainbow six recommend enough anyone enjoy tactical coop game,21,131,-0.03326703,17.141329,5.2541738,17
Ready or Not,well love tactical shooter,4,26,-0.034040198,16.301287,4.555917,19
Realm Grinder,probably enjoyable clicker I ever play I would advise buy microtransation upgrade really far game otherwise might ruin early game like I,22,136,-0.108381756,18.985645,4.812883,15
Realm Grinder,meh,1,3,-0.077730805,16.238443,1.5630162,1
Rebel Cops,turnbase tactical game resource management mechanic look like developer want follow populistic way police strong aspect police franchise unfortunately real story soundtrack repetitive tactical combat limited levelling weak resource management first story overtly main aspect game need provide concept even bad really small town huge crime ring hundred people mob weirdly grasp work know dirty cop even though evidence however warren nash help end secondly repetition variety soundtrack many track either unfortunately big negative part game limited repetitive gameplay every mechanical aspect game stretch two different type enemy less ten skill three attribute limit gameplay feature anything different play game resource management part game feels force vigilante budget arsenal fight crime I agree part loot mission tvs pc video cassette loot criminal weapon ammo plain nonsense stealth good option either reward player catch criminal instead kill advantage use ammo though shoot strategy easy thank charge ai bright side variety mission much game category like game like xcom ufo series strong story may like game plus bug price pretty reasonable,169,1150,0.015755305,18.63727,7.7213206,9
Rebel Cops,wow I play previous game series I fan cop vs criminal genre one hidden gem appeal avid turnbase tactic player really demanding stupid always blame random number generator winwin situation,30,187,-0.038991824,18.02894,7.6278415,-1
Rebel Cops,expect anything like combat xcom like puzzle,7,44,-0.07646133,17.108313,6.8948054,-1
Red Dead Online,masterpiece potato pc,3,21,-0.00593549,18.256462,5.0900536,19
Red Dead Online,legendry game,2,13,0.003111123,17.857492,2.3515425,3
Red Dead Online,use worth buck rdr online get real boring real quickly might well buy full game way fun,17,87,-0.0075633833,19.290787,4.3158545,7
Red Dead Online,neat,1,4,-0.031926483,16.386793,1.3769853,0
Remnant: From the Ashes,rogue soul gun,3,14,-0.057155207,16.230263,4.453769,19
Remnant: From the Ashes,game serious problem enough I find worth play buggy untargetable enemy floor kill fly enemy clip bridgesetc shoot hit game hit kill take damage bug enemy hit unacceptable combat poorly design enemy charge line sight charge wrap around degree angle corner melee swing hit even side pillar boss enter phase inconsistently boss summon ally health one run next either hard relatively easy base pure luck main combat loop extremely boring enemy feel samey mainly require approach boss I fight problem keep distance plink away health bar definitive bullet sponge level design feel like area copypaste without minimap I would think I go circle character ability simple require timing aim think character progression terrible well weapon unlock slowly basic standard gun type everything upgrade zeroeffort linear fashion level stat weapon simply improve incrementally enemy level match high gear get punish try specialize game offer zero interesting decision add basic problem soulslike third person combat focus dodge timing combat option character block view tight hallway bullet hit object corner aim reticle look clear around etc I find frustration far outweigh entertainment value game bunch poorly build part cobble fumbling whole I understand positive reception receive,193,1268,0.02248874,18.86957,7.893661,9
Remnant: From the Ashes,bore tedious fun even friend,5,28,-0.0458067,17.335215,1.9109174,-1
Remnant: From the Ashes,great soul like shooter,4,23,-0.012244383,16.314346,4.605864,19
Remnant: From the Ashes,game lack many feature text chat wait join match pause change setting whatever pause menu enemy uninspire dull play controller swap button stick even trigger reason add melee weapon game seem odd consider underwhelming fun game,36,227,-0.0064501176,18.972134,6.625633,11
Ring of Elysium,terrible uxui k support gameplaywise people enjoy call duty,9,59,-0.051990982,19.174788,6.2118607,10
Ring of Elysium,reterde friend ask install game,5,31,-0.024181359,19.776299,5.401531,-1
Ring of Pain,feel almost like rogeulike deckbuilder use reign like mechanic original,10,71,-0.096884675,17.097776,7.987121,4
Ring of Pain,fun atmosphere interesting card infuriatingly random I go back several time try see I miss something ultimately every play feel completely unsatisfying due fact eventually I get unavoidably screw random number generator I enjoy time spend play game,38,248,-0.033625677,17.63662,7.950755,-1
Ring of Pain,I write review without pain still insane,7,40,-0.0008061361,18.939463,6.8435273,-1
Rocksmith® 2014 Edition REMASTERED LEARN & PLAY,use tab easier less complicated free,6,36,0.017976545,17.167166,7.5027394,5
Rocksmith® 2014 Edition REMASTERED LEARN & PLAY,really good audio lag bit cringe,6,32,-0.026192464,19.873638,6.469932,10
Serious Sam 2,I want start say I think bad game meh one feel like weak main series possible exception since I play I would still recommend people miss chaotic shooter check series whole serious sam lean lot comedy prior game main aspect date game feel like write child time occasional funny scene many joke fall completely flat mention character design every non player character sam isbizarre say serious sam like game feel right home even add dual wielding combination weapon although look button since game tell I discover feature accident result lot fun frustrating weapon reset end every world sometimes take age get anything well double barrel shotgun great gun serious sam always feel really fun chaotic need jump gun gun depend situation problem heavily amplify final world level reset weapon also patch gun get cut original release appear second world never see I say credit final level crazy I play franchise far pretty much nonstop minute barrage absolutely everything throw level minute long maybe I bit harsh humor though yet find giant pile poo two villager bone outhouse npc wacky high pitch voice cup tea,184,1106,0.022187997,18.868212,7.460476,13
Serious Sam 2,replay steam deck I fun late update must change bit nothing like I remember first time I play feel like first second serious sam good change indeed,27,147,-0.05568246,17.840534,7.7521095,5
Serious Sam 2,I like,2,6,-0.1149312,16.814423,1.3661103,0
Six Ages: Ride Like the Wind,game interesting I find confusing I know game need well ui I figure progress many option red line make think use section really info meaningless button gray without explain back choice example I make choice say I would sacrifice animal I want way back choice messy confusing game seem pointless,50,294,0.004666302,18.46453,7.2010536,14
Six Ages: Ride Like the Wind,people starve sky break someone steal cow see duck yet,10,54,-0.002458119,17.264568,2.3293173,3
Source of Madness,yes I would recommend game nail weird feeling finally procedurally generate eldritch monster I crave year I fun hour far I still keen play load,25,143,-0.111492574,17.425009,6.2058573,11
Source of Madness,big love letter I send early access game play well good I wait till complete absolute good experience game crazy,20,112,-0.056473415,18.560394,5.591635,17
StarCrawlers,fun tactical game much like combination dark dungeon legend grimdark different character type interesting play complaint steep learn moment campaign game steep I think game fundamentally break moment I play hour clearly I enjoy I go give another try eventually get past point I think make ironman mode impossible least I,51,320,-0.058460083,16.808603,5.7006927,11
StarCrawlers,I freakin love,3,14,-0.090455495,17.108517,1.4842497,0
Synergy,buggy ill allow,3,15,-0.09720097,15.813351,1.3683267,0
Synergy,even though I big fan district system game pretty enjoyable relax experience time see art style great simple balancing issue need content game still early access still enjoyable state,29,183,0.039778046,18.338577,5.8150187,12
TOXIKK™,I,1,1,-0.07408564,16.385727,1.4819521,0
TOXIKK™,fun playerbase dead,3,19,0.051340852,18.389898,3.6091065,-1
Team Fortress 2,class base shooter actually fun,5,31,-0.02315118,16.405394,4.8036485,17
Team Fortress 2,abandonware waste time,3,22,-0.047939908,20.30953,5.3208876,-1
Team Fortress 2,classic,1,7,0.019256363,16.226141,1.92209,-1
Team Fortress 2,excellent year ago crafting hat,5,31,-0.0691159,17.92495,4.0260935,7
Team Fortress 2,ok,1,2,-0.046124414,16.05739,1.0915675,-1
Team Fortress 2,get match get destroy veteran player get destroy dixxie bot good,11,64,-0.10087229,19.262333,7.886613,8
Team Fortress 2,bot,1,3,-0.077188306,16.236841,2.1127925,3
Team Fortress 2,I know yet,3,10,0.02520854,16.242037,1.0387785,-1
