game,cleaned_reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2
Dying Light 2 Stay Human: Reloaded Edition,fun game,2,8,0.0030597069,14.843686,7.072303
Dying Light 2 Stay Human: Reloaded Edition,I try like game I really theory I target market fun game bury somewhere inside honestly kind meh control game mechanic clunky borderline buggy time para glider suck hard control parkour feel smooth character likeable clip wall stick wall fall floor game like I keep play I feel point get fun hour I kind give I could recommend game unless deep special really nothing else play update I eventually finish game boredom I regret anything I write original review add final boss fight probably lame I encounter game many year buggy rest game even year,95,546,-0.03465943,12.3647585,10.730962
Dying Light 2 Stay Human: Reloaded Edition,fun playthrough I miss lot stuff old game game get bad get grappelinghooklike die light play like spiderman launch lot bug way gamebreake bug survivorsense work properly make look forever work bent please like review,35,216,-0.0706579,12.874467,9.492922
Dying Light 2 Stay Human: Reloaded Edition,pretty fun far brother game keeps crash whenever I play coop seem happen even game first launch wait till game fix buy edit coop bug fix overall still buggy time unbelievable,31,174,0.011123566,14.827025,10.481959
Dying Light 2 Stay Human: Reloaded Edition,inferior first one I change review positive becuase give well lawan skin totally unfair china get good stuff thank share,20,120,-0.07356738,13.783329,11.051691
Dying Light 2 Stay Human: Reloaded Edition,lot glitch overall fun game,5,27,0.014820148,13.890336,9.140159
Dying Light 2 Stay Human: Reloaded Edition,I love game far,4,15,0.0014632588,14.532773,7.740942
Dying Light 2 Stay Human: Reloaded Edition,I really get hook game like I first one I sink hundred hour first game xbox come come back downloadable content especially following free content update gameplay movement feel really fluid game legit scary night feel like superhero level get skill die light I play watch feel like upgrade area downgrade lot I really sad I really excited one stuff like climbing parkour feel nearly satisfying first game turnoff big portion game enemy especially dumb healthbar trend game seem follow feel like mobile game even close original put side side glance graphic performance also kinda ehhh area really good pretty bad maybe ill come back game future expect stuff nearly satisfying cool first game I really would recommend shame,119,720,0.00153706,13.042909,10.947282
Dying Light 2 Stay Human: Reloaded Edition,game need lot fix parkour break respond every command give challenge break whole challenge route break lack imagination complete reach gold medal parkour break story good game mechanic need update asap game unplayable hard mode,35,227,-0.039531857,13.514019,10.517296
Dying Light 2 Stay Human: Reloaded Edition,basically turn gameplay back die light everryone complain laugh loud complaint,11,78,0.014058655,13.064278,10.298012
Dirty Bomb®,call I hacker,3,13,-0.047606785,13.964488,9.77458
Sid Meier's Starships,exchange rate bug find gain infinite resource turn httpsyoutubetejsaojvuq,9,73,-0.06437897,14.706574,10.461246
Sid Meier's Starships,go win goty award I enjoy relaxed bite sized xlite,10,50,-0.0834152,14.707807,6.8869762
Sid Meier's Starships,super simplify x game incredibly shallow enough decision involve I enjoy sort mindless time waster I beat normal never look back I would pay deep sale price get take planet research tech build fleet fight empire everything simple point feel limited get one fleet yes right one fleet total entirety combat conquering happen one fleet fleet fatigue counter mean manage turn efficient possible fleet research tech different name come category level rather kind tree decision make similar space drive different advantage anything like wonder type thing provide bonus planet simple building build improve combat turn base hex grid get make decision outfit fleet weaponsshieldsetc take space add weight require strong weapon move far per turn overall I feel like decision making fun I especially enjoy outfit fleet plan turn movement also simple time I beat game feel like I see everything I need see I hour playtime total I spend couple scrap game figure thing basically game I recommend game want fun simple x almost mindless like x find complex much stuff manage want simple intro genre although endless space well intro opinion aware might find much replayability value look anything like civ orion bother,195,1203,0.020442156,10.969504,12.047977
Call to Arms,absolutely dreadful ui ux tutorialization zero,6,46,-0.012907451,14.306991,10.54855
Call to Arms,try everything fail everything,4,30,0.016954115,14.781669,10.869046
Call to Arms,great fun,2,9,-0.0046399427,15.252017,6.57654
Call to Arms,call arm poorly think poorly play perversion man war series point nothing vehicle far superior downloadable content gate hell tie cta legal ratfuggery,23,150,-0.043991804,12.800095,10.834166
The Raven - Legacy of a Master Thief,last chapter game riddle bug disappear item prevent finish game also terrible plot hole inconsistency point whole story make sense finish game I say I sorely disappointed want play good detective game favor buy sherlock holmes crime punishement,38,244,-0.016817685,11.831811,9.701234
Total War: ROME II - Emperor Edition,I change opinion game since finally get ass improve ai graphic optimization somewhat stability still excuse massive budget game less polish predecessor I also still pretty uncofident stability game I wait I get turn save become corrupted unplayable go team,40,256,-7.897845e-05,13.339527,11.203532
Star Conflict,go battle several team mate one anything try capture point push enemy away die several hundred time end first player every match team lose earn crystal bonus etc enter match level x ship enemy team make ship several level high even scratch shield die several time completely ineffective team lose since anything anyway decide go alone patrol freespace random several level high player ship turn rogue single shot loot stuff go back hangar game summarize,75,453,0.009609905,12.0349045,10.995796
Endzone - A World Apart,postrelease edit come early access nicely everything feel little polished fun scenario play tutorial improve simple combat mechanic add devs release another major patch improve ui ux across board want medium complexity base builder I highly recommend game original early access review want peaceful survival colony builder I recommend game game fully enjoy asis early access handle well devs quite active fix bug add feature communicate community enemy survival source challenge build carefully balance growth versus meet survivor need food water health happiness atmosphere really good give nice postapocalyptic feel especially radiation concern I really enjoy expedition mechanic send small party explore ruin gain resource bonus benefit send survivor certain skill minor scripted event hit point nothing new city hour depend play restarting feel pretty linear know build order tech need I hopeful improve devs work game currently want make city keep grow forever definitely drawback scenario main replay value right tweak requirement help change thing I try seed race anything new drought one definitely push I approach thing differently I enjoy lot I plan try another scenario soon th city tell much I enjoy game I look forward continued development even current state fun play strongly recommend anyone interested,200,1318,-0.0214182,11.330579,10.769408
Endzone - A World Apart,good game good music help I survive hangover thank devs,10,55,-0.032422118,11.7476425,8.891745
Halo: The Master Chief Collection,I know review say hey halo I really want break something story campaign multiplayer game tone mode coop mode full content believe cost dollar nothing say good deal money question much even pay full price sure miss halo guardian game one collection plus side miss halo guardian one series I believe everyone least play frame per second fan right half life goldeneye doom quake etc argument make thing hold well look halo ce incredible mp map make I think bit sleepy wheel series undoubtedly important permanently serve monument culture even come someone wrap nostalgia I actually play first one view entire package stand obtuse major hand shape singleplayer multiplayer landscape millennium I think single player story perhaps main thing really aged well video game writing general take massive leap quality halo despite recent never really pick slack expect cry tear end particular game soundtrack still gorgeous nothing like shift linear corridor ship completely open vehicle huge area explore multiplayer though something still feel fairly unique franchise time kill opponent way high popular shooter time call duty battlefield franchise frankly I really understand compare way back way hey people also way console war back game need fully capture spirit mp gaming custom game browser suppose come couple week ago meet delay least almost custom game creativity community use map editor forge really come shine already package go even well soon,229,1445,0.0349165,10.476132,10.434496
Halo: The Master Chief Collection,I want like halo shooting messy boring enemy bullet sponge story somehow interesting mechanic good gameplay fun least I fair collection well make organize price okay,26,165,-0.034972616,11.112081,9.736711
Halo: The Master Chief Collection,I love series life,4,18,-0.11055581,10.726472,7.869446
Halo: The Master Chief Collection,green man,2,9,-0.059771966,13.176764,5.6944833
Halo: The Master Chief Collection,way well halo infinite,4,22,-0.03567439,10.3179,9.651634
Halo: The Master Chief Collection,amazing game bring back good time halo n,8,40,-0.07701041,10.34748,9.631587
Halo: The Master Chief Collection,ultimate halo game,3,18,-0.003304564,10.316005,9.668961
Halo: The Master Chief Collection,decent game series nothing I play game one another could see much difference many different enemy weapon level similar first game level design annoying part etc however good game series time especially marine support mechanic like drive use gun coop system good time nowadays pretty far behind obviously graphic sound design old bug still music epic song usage great I easily say soundtrack good element game story expect shooter game story really original annoy play game like I miss much reasonable price try,83,510,-0.019138338,11.847048,9.677092
Halo: The Master Chief Collection,great game great story must library,6,35,0.028758928,11.545609,8.803617
Halo: The Master Chief Collection,unable play game week server region incorrect I interest play halo online story course I force stable connection spy I buy refund repurchase I head issue fix I alttab game disappear continue play audio microsoft game many issue microsoft operating system,41,254,0.11704744,14.788858,10.476612
Half-Life,mean gordon freeman theoretical physicist unironically know use militarygrade weaponry unrealistic part game,13,108,-0.0687475,12.400146,10.191535
Half-Life,og original gangster,3,20,-0.11185223,12.166596,7.0072308
Half-Life,well half life source,4,21,-0.081539005,10.461891,7.455702
Half-Life,believe I never give game review I kid good game sequel somehow make look tiny comparison,16,89,-0.027165424,13.70873,11.126086
Half-Life,great experience,2,16,0.001570034,15.209096,6.4910755
Half-Life,mr white accidentally try meth game,6,35,0.008911911,12.798648,8.052899
Half-Life,good game yes old yes,5,21,-0.031894337,13.497828,7.5917177
Half-Life,lot old classic fail stand test time clunky boring uninteresting look like crap half life one game visual style great gameplay fun complex lengthy story bad bad pc spec even run potato game I would absolutely recommend full price otherwise sale must buy price,44,259,-0.014519958,12.571775,9.406396
State of Decay,dead walk hope state decay one example lighting bottle back I first hear game I confuse since relatively hide unknown time primarily due stick xbox exclusively year go dear friend mine send I game get impression first I like I think boring hot mess bad voice act reptitive action year later I strike spell sickness I decide give second chance boy I feel dumb game yes lack luster point due often embarasse voice work retrospect fit well game bmovie feel zombie tend walk slow rate dart also odd special zombie mix thing little good feature game ability build settlement form basis home shop give game much large game beneath base game however permadeath play get attach lead roll really character general since random event happen result demise I say give try time write review I play dlcs,137,789,-0.04503037,12.12612,11.428552
State of Decay,amazing survival game quite realistic compare many exciting,8,59,-0.006002656,11.941674,8.1213045
State of Decay,fantastic zombie survival open world goodness,6,45,-0.02523604,12.058675,7.4933233
F.E.A.R. 2: Project Origin,one bad sequel ever make literally downgrade original almost every way imaginable even fear anymore boring generic military shooter great slowmo mechanic part good bit ride around robot make fact rest game utter crap,34,216,-0.047164574,10.588597,8.432767
F.E.A.R. 2: Project Origin,definitely good first game decent frame per second fun gun play first hrs school level later game good part game I much enjoy personal opinion level either mediocre downright boring I get last hour game I ready I lower difficulty finish fast,42,241,-0.04440371,12.691257,9.614331
F.E.A.R. 2: Project Origin,would bang,2,10,-0.04003845,13.859066,5.955389
F.E.A.R. 2: Project Origin,storywise well fear gameplaywise bad believe remove ability lean downgrade physics much way average game tho recommend also reborn pretty sweet,21,143,0.025420694,11.35182,9.125112
DOOM 3,actually decent game yes shoulder mount flashlight cause tension fly window upside turn game halflifelike game,16,110,-0.020429168,12.581471,9.505913
DOOM 3,talk game stand test time still gorgeous feel like traditional doom game damn hype game year ago sick still really fun,21,118,-0.017690348,12.093412,8.193822
DOOM 3,sux,1,3,-0.12030121,13.533024,5.2382836
DOOM 3,hell rename doom nekopara fk oh hell nah,8,40,-0.05190687,11.660447,7.654349
DOOM 3,doom extremely dubious distinction absolute bad shotgun frame per second ever make personally I think quake well shotgun game actually good doom quake good lot well doom shotgun least also chaingun super slow inaccurate oh one last thing game piss easy play anything less veteran nightmare fck max hp though fcke stupid whoever think good idea shoot game suck lot bad I remember,63,378,0.0038637663,11.494222,7.857735
DOOM 3,play like resident evil doom time fortunately I really like resident evil,12,73,-0.040294357,11.42198,7.93273
DOOM 3,classic one favorite frame per second game,7,42,0.03147955,13.710198,9.482557
DOOM 3,doomguy game epitome nah win,5,28,0.0015225848,11.591344,7.641176
Tribes: Ascend,get go fast motherfcker even tho I fcke suck sht game I still love death rip peace tribe assend go way soon,22,107,-0.014722809,12.7238245,11.102465
Tactical Assault VR,I usually crazy game put directly boot spec op character friend I somehow make three stooge act pothead alcoholic roleplayer take drake silly stick scuffed loadout pretty good fun take seriously,31,194,0.0016172427,11.037017,10.690878
Tactical Assault VR,great combat simulator warn use game vd virtual desktop lead issue post fq minimal adjustment I able play game flawlessly amount time aquitte,23,141,0.025096906,14.165186,10.505127
F.E.A.R.,much say besides one good frame per second game time timeless classic blend perfectly small element tactical shooter peek corner silently approach encounter arcade fun mid game could offer I honestly wish monolith would develop game like even though take lotr really good,43,271,-0.019702896,11.964676,10.046974
F.E.A.R.,bs need buy entire fear trilogy order get game aside game amazing frame per second classic I highly recommend game play graphics gore combat dialogue ai amazing thing I really care level opinion bit bland looking look kind similar aside I really complain fan frame per second game one really check score,52,303,-0.013110979,11.869539,9.186561
F.E.A.R.,whoever think good idea periodically disable slowmo button shoot slowmo oh favorite frame per second ever really recommend highly,19,129,-0.013476122,13.691655,9.6673975
F.E.A.R.,one fun well design frame per second game ever make,10,51,-0.0047564134,13.583644,9.762613
F.E.A.R.,bipolar child torment entire group people include player decide wether wish kill player keep alive also get bad stutter frame per second low yes even rtx go ahead apply fix show guide save headache httpssteamcommunitycomsharedfilesfiledetailsid,35,244,-0.0026782393,14.522313,10.959515
F.E.A.R.,good ahh game,3,13,-0.02934009,14.493867,7.0985084
F.E.A.R.,level design go full die hard gameplay like damn john woo film story borderline like grudge game sick guy laugh loud I luv much,24,127,-0.011273226,11.381316,9.64461
F.E.A.R.,sorta kinda like fear except actually extremely good holyyy,9,59,-0.0379278,11.928123,7.7253237
People Playground,great gamegory heck thoughit really matter,6,42,-0.026505692,14.401761,8.00475
People Playground,watch list potential serial kill game,6,37,-0.0030377572,12.235306,8.214807
People Playground,I think I psychopatch,4,21,-0.045884434,14.340764,6.10099
People Playground,great sandbox game,3,18,0.04817229,13.75943,7.593829
People Playground,I play I edit review,5,20,-0.02687734,13.97466,11.101011
People Playground,boom,1,4,-0.021618456,13.798496,5.994783
People Playground,I think I develop ability become god I sadist,9,45,0.029796753,10.936122,10.947493
People Playground,ever since I start play I get weird phone call black shortly I keep play people playground next call,19,100,-0.07476717,14.97926,8.396916
People Playground,endless murder violent decapitation explosion workshop content mind need multiple psychiatrist,11,94,0.029260663,12.537131,8.227968
Webbed,I save web specific day day I would burn game mediocre game would satisfy I I would play game damn worth web pristine diamond gaming,25,132,-0.05331178,13.065796,10.764552
Blackwell Unbound,glorious game buy entire series play game wadjet eye especially generation love,12,79,-0.04287046,14.58481,9.1215925
Guild of Dungeoneering Ultimate Edition,fun minimalistic deckbuilder,3,28,-0.017380044,11.770286,12.023469
Guild of Dungeoneering Ultimate Edition,lose dungeon crawl ritual bs I could get proper corridor tile path lose second time dumb ranger keep go level level instead level enemy I put objective tile low level enemy show ai prioritize anything objective goal one dumb thing I see year gaming whoever make decision idiot design level ritual dungeon lose x turn need gtfo industry I sincerely hope diaf breed,63,363,-0.014269573,11.730048,11.332234
Guild of Dungeoneering Ultimate Edition,game much replayable clear hour hope new downloadable content release kind random dungeon mode,14,94,-0.025967585,12.957689,11.411191
Circadian Dice,amazing dice base deckbuilder unique hook customize dice improved face make choice little tricky dice face come pack purchase new face die replace link face get tricky really want replace designate die face link face buy store real stinker compare would replace game also amazing unlockable content almost guarantee unlock new class relic location every successful run,57,368,-0.107236736,11.532313,11.800691
Supermarket Together,pretty enjoyable game especially friend weirdly support people much coop game invitation system steam break join game host name although graphic old animation funny least gameplay simple game enjoyable relax experience bit stressful beginning since clear direction find thing try like use numpad placement control another enjoyable part broom mechanic plus game get update surprise I since free definitely I recommend game,62,422,-0.05256243,12.896634,9.85268
HELLCARD,fun innovative deckbuilding game well friend solo,7,49,-0.03667987,11.828249,12.016337
HELLCARD,emergent content play like puzzle player choice play smoothly unique cooperative experience single player experience vary coop list minor grievance single player option see card time companion game launch launcher menu select game start tooltip slight delay disabled card upgrade check decklist deckmenu,43,303,-6.780197e-05,12.1666355,11.711969
Broken Sword 2 - the Smoking Mirror: Remastered (2010),everything bad style adventure game one game I mean even story bad george girlfriend everytime away france second start sleep someone else rebuild relationship scratch current episode play gabriel knight games instead boygirl dynamic general kind mystery much well write,40,270,-0.037382506,11.092056,9.552883
Broken Sword 2 - the Smoking Mirror: Remastered (2010),make like day thank make childhood highly enjoyable broken sword masterpiece,11,76,-0.12874818,10.577473,8.840871
Nearwood - Collector's Edition,hard go wrong one excellent artwork good voice act decent visual modest puzzle could use little work opinion good real nitpicking I bit much back forth good part hide object scene nice simple bit clean normal sprawl junkyard normally see game earn solid buck I,45,260,-0.027478222,11.287574,10.159647
Viscera Cleanup Detail,senior year party aftermath simulator,5,37,-0.02944765,12.539452,8.700198
Viscera Cleanup Detail,fcking weird sht concept videogame really soothing play reason I absolutely adore I wish steam fcking weidass game like actually good shtty joke meme game low quality garbage people make game put real fcking effort solid,36,220,-0.021539342,12.744645,10.280298
Viscera Cleanup Detail,walmart employee training really need prepare tactical mess customer tend commit even get I start people chew urinal soap,19,121,0.0036242276,14.553113,8.200407
Viscera Cleanup Detail,game clean epic tis truly epic viscera like meat part,10,53,0.018183501,13.8289,6.654712
Viscera Cleanup Detail,space station janitor duty reccomend play friend seem tedious play alone,11,72,-0.017448649,14.942217,8.078922
Homeworld Remastered Collection,classic hw glorious detailed space battle know love,8,51,-0.025876418,11.810296,8.290721
Black Squad,absolutely terrible fp shooter eg start tutorial unable invert mouse rebind key english translation bad,15,103,0.033376735,14.170289,10.597677
Black Squad,nice game,2,9,-0.055144623,14.457083,7.1759315
eFootball PES 2021 SEASON UPDATE,ok,1,2,-0.046124414,14.41755,4.9400373
eFootball PES 2021 SEASON UPDATE,well fifa,2,9,0.02366966,13.916209,6.8771534
eFootball PES 2021 SEASON UPDATE,might pe certainly last pe game definitely efootball pay efootball get refund buy instead sale right,16,100,-0.056498345,14.949939,9.107303
Adeptus Titanicus: Dominus,I like though bad game thing I get point robot feel abit I I think I play tabletop maybe entourage game nice make cool sound nice graphic would recommend like slow pace robot shoot I think end I feel hit hit real I get still reccomend nothing wrong game need edit july I try I like little bit keep look good robot still look good shoot well bit even issue still point game try robot small object still empty game story real mode leaderboard anything something lke custom robot else I think I would start play something play story something even new robot map unlock maybe devs need feel like hurry still give player thing unlock develop,117,636,0.0030908687,12.2416115,10.546777
Adeptus Titanicus: Dominus,good game though bit niche wk fan like,8,38,-0.041689985,12.72752,9.0490055
Order of Battle: World War II,I come ally panzer general tradition game satisfy full extent thing disturb I game present basic game element downloadable content I absolutely hate sale strategy still game glorious definitely feel like modern panzer general game vast extra,37,241,-0.03916456,12.459189,10.646392
Ortus Regni,game damn brilliant like board game need download I serious please download,12,75,-0.043955926,13.499402,9.438981
Ortus Regni,I absolutely love thematic strategic unique easy learn variety strategy I think I go go buy physical version,18,108,0.007004312,11.551363,10.193873
Ortus Regni,enjoyable full strategy excellent game,5,38,-0.025947366,14.198823,7.6874266
Ortus Regni,live card game ckii ortus regni interesting card gameit also free play play win element,15,87,-0.08424008,12.376513,11.827133
BioShock™,I really want like game try get several time I find uninterste boring really understand praise get people suck I buy game special thinking might similar mass effect emotionally invest character care game world constant respawning hacking get tedious super fast basically I giant slog f,46,285,-0.033733398,12.570667,10.51256
BioShock™,system shock well,3,17,-0.075661875,13.612362,6.4089146
BioShock™,I love bioshock,3,15,-0.050956905,10.851001,8.766755
Minion Masters,edit year later game still trash battle I remind entirely I quit game masterpiece come make feel helpless especially adventure mode game good look feel much else devs know balance every new master set card overpower put sale quality life ie morellas dragon autowin card gameplay mechanic themself terrible often find position lose minute straight never get anywhere mana extremely restrictive make hearthstone look like balanced game ton useless card price well mana medium tank maybe archer die instantly aoe vs massive golem ton hp massive aoe swing mana golem pretty much shot everythingsummon mana air unit knockback high damage counter newp summon horde minion come way enemy master get free massive demon tank spawn unit counter lightning bolt kill summon mana range guy soon say sureand watch get kill mana range unit mana lightning bolt card handwho idiot decide card hand ideal number like hire idiot blizzard think jade golem good idea matchmaking even bad favor time quality often leave pug vs arranged team someone way high level I plan uninstalling I hit gm,175,1070,-0.007243815,11.456561,11.8533945
Minion Masters,really understand people game ten time anything else kind,9,57,-0.060777098,12.9273615,10.668352
Minion Masters,I hate I like game,5,18,-0.041932225,14.670652,7.9383945
Minion Masters,addictive fun come pay progress fast system spend money game reach progress ceiling easy fast need access master stand fighting chance yes need pay hefty need ruby shard card etc build strengthen arsenal yes need pay heft well choose pay progress hinder unlock card much difficult slow master option limit make lose lot aof game remain stuck rank much long probably pay ask option available get thumb I gameconcept mechanic major thumb greedy money grab system,76,460,-0.012530125,11.470969,11.963637
Minion Masters,free extremely pay win,4,22,-0.055004396,14.6238985,9.638071
Minion Masters,feel like buy wrong card early stick beneath massive repetitive task get anything else worthwhile repetitive task suck pick wrong card I prefer experiment bit deckbuilder complete unforgivingness purchase system make basically impossible go play read online spend currency game punish blind experimentation quite harshly,45,320,-0.026339319,11.672647,12.209914
Minion Masters,first hour intriguing enough keep I go clearly show contain pay win mechanic deck building I believe matchmaking good match equal power level turn back skillknowledge base game ill put another hour see I feel many game call much time day,41,237,-0.10685044,12.268187,11.822363
This War of Mine,amazing touching game please buy support ukraine even want play long live ukraine,13,81,-0.04637293,14.276348,7.5605497
This War of Mine,repetitive good game overall idea get use murder people second third time dealbreaker repetitiveness human highly adaptable condition,18,133,-0.018503297,12.545907,8.306498
This War of Mine,difficulty year old grandma could play easy normal hard dark soul graphic ms paint bad meh graphic matter game good beautiful masterpiece music bad special good beautiful story game story like play temple runner story people want well write epic story imagine kingdom heart crack outcome different every step way need survive goal game price free underpriced perfect price could cheap overpriced complete waste money requirement run microwave average high end nasa computer length short hour short hour average hour long hour extremely long hour end fun rather watch paint dry hard enjoy repetitive actually pretty amusing kind fun remember ride life replayability onetime experience achievement wait monthsyear definitely infinitely replayable worth buy wait sale yes,116,768,0.011966506,10.50353,10.320055
This War of Mine,fun game I enjoy really something unique art style,9,50,-0.046716675,12.23217,9.413976
This War of Mine,immersive experience heartwarming theme service sacrifice help group survive urban warzone refreshing antidote wargame first person shooter force slow focus really important essential life refreshing antidote dopamineoverdose desensitize modern lifestyle glorify battle think fighting cool reality simulation prove feel powerful gun hand get feel like big macho winner reality simulation prove safety security build trust create home destroy life creation glad see include public school classroom poland next whole world hope especially russia right,74,549,0.017846273,11.0498295,10.402637
This War of Mine,I refund game I kind like enough want keep atmosphere great gameplay feel little tedious I consider neutral review,19,114,-0.07693472,14.160438,10.876541
This War of Mine,really move yet time depress game relevant mind current event ukraine I sure like live wartorn city I hope never know I believe devs good job try convey time problem citizen catch war face food shortage injury scavenge depression fear survivor want take supply little comfort miss fellow citizen need help limit resource lot issue go try survive I feel connection little avatar sadness thing go way I would like good game sad premise ending I bad I hope,79,453,-0.002537679,11.295478,10.623698
Inscryption,x game legend bumbo want,5,24,-0.022347294,12.430315,8.188069
Inscryption,genial,1,6,-0.0455686,13.531688,6.0246954
Inscryption,stoat oh come,3,13,0.07012212,13.865074,5.483561
Inscryption,tentative rating hour I update I finish I see end yet I certain assessment least point easily creatively weird game I play year really I say without potentially ruin anyone read say look vaguely interesting stop learn either buy buy investigate every fact learn happen within reduce enjoyment edit complete game game need like completely unpredictable also incredible fun,59,371,-0.006088647,12.507085,10.509459
Inscryption,absolutely amazing,2,18,-0.13324505,14.86295,5.2340493
Inscryption,super cool game lot simple trappedinaroomcardbattler present reveal much without spoil check want play something unique,16,119,-0.013622377,12.291326,8.964577
Inscryption,soon hobo I grace completion game proud I unlike totally real wife I forget flush,15,81,-0.058397945,13.630311,7.993416
Inscryption,wow lot work go fever dream game recommend like carddeck builder game lot,13,73,-0.05885599,11.771539,12.110223
Inscryption,definitely one game read review pick game even remotely interest like card game pick like game thing go crazy pick good avoid spoiler,23,133,-0.062027626,11.941958,9.574973
Obsidian Prince,fun crunchy beautiful could want,5,32,-0.08229126,14.126111,5.8137784
Roll Player - The Board Game,create character always favorite part play dd game actually make smart dice puzzle core mechanic like sagrada medieval fantasy story theme satisfy several level love,25,165,-0.026543349,11.765416,10.219295
Solar Settlers,wow I think might brain good game cool game yet premise simple enough tightly limited amount x turn need retire number colonist fun little habitat colonist bread butter game one gather resource throughout galaxy catch cost resource move maintain settle colonist action kind like die point another big factor success maximize use hand card strategically upgrade various world uncover card usually restriction place often cost resource create even cool hard give resource simply discard card get resource indicate bottom card thus force tough call whether save card later cash,89,574,-0.009040488,11.55221,12.062725
Solar Settlers,high profile brain good board games probably least favorite seem least challenging I buy game together pack much enjoy length variety idea much like play solo board game recommend pack anyone I think maybe one would benefit solo game go quickly someone else resource would add little welcome pressure proceeding still interesting set mechanic worth complete set,57,361,-0.003161555,12.404539,9.905662
Runestone Keeper,solid roguelike I feel like enough get save move massive repetitive task,12,72,-0.031170476,12.011791,11.554364
Dorfromantik,fun classic board game carcassonne like gameplay single player score chaser,11,75,0.0029757507,12.846144,8.985644
Dorfromantik,good relax,2,10,0.0022481787,14.9301405,6.3238134
Dorfromantik,amazingly zen puzzler,3,21,-0.08616987,14.6676,5.272061
Dorfromantik,nice little board game,4,22,0.021836637,14.483655,7.355871
Rogue Empire: Dungeon Crawler RPG,solid roguelike I think favorite bit handle level lot like typical deckbuilding roguelike,13,89,-0.032200117,11.946679,11.655803
Duelyst,edit february check duelyst andor card castle instead highly recommend pretty much skill involve digital card game follow pay win spend thousand booster road magic gathering start hex spellweaver great mechanic depth hs squarebase playfield positioning movement matter lot two hero per faction replace mechanic replace one card hand per turn less random number generator aesthetic pixel art uiux slow rewarding yes money speed progress less pw eg hearthstone painful experience learn due skill mattering typical ccg late expansion blood expensive unlock ingame gold gold per orb nonduplicate card vs gold random card previous one mobile client even want work steam link skill impact match outcome think helpful would like get free booster pack g one I reach silver league register referral code pooppirate yup someone point referral code work anymore digital card game currently look compare duelyst notice skill rating subjective rating new player enter game gwent unique smooth uiux quick match base mindgame bluff decoy play mobile client extremely coinflippyrng know card game skill impact match outcome new player hearthstone smooth uiux aesthetics mobile client terrible rewarding shallow mechanic noticeable pay win repetitive task lot severely gimp single playfield snowballing coinfliprng skill impact match outcome new player eternal similar hearthstone mtg influence smooth uiux mobile client defender chooce blocker interruption phase player get keep card draft shallow mechanic noticeable pay win like hearthstone without single player campaign content single playfield snowballing coinfliprng skill impact match outcome new player star crusade similar hearthstone energy mechanic depth hs mobile client slow rewarding pay win single playfield snowballing coinfliprng skill impact match outcome new player shadowverse similar hearthstone evolve mechanic match extra control uiux smooth aesthetic anime decent rewarding single playfield snowballing coinfliprng skill impact match outcome new player drakenlord similar hearthstone unique faction player always attack target control hs uiux single playfield snowballing pay win skill impact match outcome new player elder scroll legend similar hearthstone two lane rune mechanic depth hs two faction option build deck depth hs aesthetic mobile client yet coinfliprng skill impact match outcome new player hex similar magic gathering depth interruption phases extremely pay win like mtg mobile client terrible rewarding base grind instead daily login etc terrible uiux try past month terrible clunky past year skill impact match outcome new player skill impact match outcome veteran player large collection plant vs zombie hero unique uiux aesthetic great animation sfxs decent rewarding generous solforge five lane three different type high ground ground water enjoyable rank extremely coinfliprng base rank skill impact match outcome new player skill impact match outcome high rank player solforge unique depth pretty much every single card effect combine card play get strong match next time draw lane lane block opposing card depth hs extremely generous rewarding drafting keep card draft mobile client current th set balance issue construct enough variance deck outcome feel coinflippy uiux new client plenty issue server close st january permanently skill impact match outcome faeria unique great mechanic depth hs hexbase playfield positioning movement matter lot mana save upcoming turn aesthetic uiux decent rewarding balance issue constant major change aggro really strong last I check boring viable archetype mobile client skill impact match outcome,527,3619,-0.032069314,11.182018,12.04432
Deathstate: Abyssal Edition,good goofy light autoaime twinstick rogue fun,7,45,-0.12662227,12.100744,11.535673
Surviving Mars,I click away refund decide give another go glad I fun compelling little game even moment give hope well future clownshow today,22,126,-0.05988319,14.910873,9.852398
Surviving Mars,goto builder game make even well terraforming expansion,8,55,-0.06891362,13.620682,8.217329
Surviving Mars,suffocate starve sorry little colonist I good,7,45,0.04308165,13.794745,6.6849117
Surviving Mars,even though game bad good either firstly content release game add content free update sell dlcs since paradox interactive publisher lot downloadable content milk customer dlcs require achievement idea space city building great sadly much game many building activity aim motive play developer design game drone workforce since workforce work colonist set specific number stop child instead choose colony colony feel like burden positive part see graphic pretty good look game great ost even though pretty basic try partial story implementation map choice modifier challenge skin I say I encounter bug game fun I couple hour become bit dull still mediocre game bad game I give thumb content release style,110,702,0.036152117,12.756152,10.8392
